stdg_Cd,bjd_Nm,posifertca_Fachs1_Area,posifertca_Fachs2_Area,posifertca_Fachs3_Area,posifertca_Fachs4_Area,posifertca_Fachs5_Area,posifertca_Fachs6_Area,posifertca_Fruit1_Area,posifertca_Fruit2_Area,posifertca_Fruit3_Area,posifertca_Fruit4_Area,posifertca_Fruit5_Area,posifertca_Fruit6_Area,posifertca_Pfld1_Area,posifertca_Pfld2_Area,posifertca_Pfld3_Area,posifertca_Pfld4_Area,posifertca_Pfld5_Area,posifertca_Pfld6_Area,posifertca_Rfld1_Area,posifertca_Rfld2_Area,posifertca_Rfld3_Area,posifertca_Rfld4_Area,posifertca_Rfld5_Area,posifertca_Rfld6_Area
4146310800,경기도 용인시기흥구 고매동,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,1,1,1,11,7,4,1,0,3
4146310900,경기도 용인시기흥구 농서동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,0,1,0,0,0,0,0
4146311000,경기도 용인시기흥구 서천동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,2,1,1,0,2,1
4146311200,경기도 용인시기흥구 언남동,0,2,0,0,0,0,-,-,-,-,-,-,25,38,19,3,2,1,9,6,1,0,0,0
4146311400,경기도 용인시기흥구 청덕동,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,1,0,1,1,0,0,0,0,0
4146311300,경기도 용인시기흥구 마북동,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,1,0,1,5,2,0,0,1
4146311500,경기도 용인시기흥구 동백동,-,-,-,-,-,-,-,-,-,-,-,-,4,2,1,3,1,4,-,-,-,-,-,-
4146311600,경기도 용인시기흥구 중동,-,-,-,-,-,-,0,0,0,0,1,0,2,2,2,1,0,0,2,3,1,0,0,4
4146311700,경기도 용인시기흥구 상하동,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,0,5,6,4,0,0,0
4146311800,경기도 용인시기흥구 보정동,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,1,8,7,7,3,2,1,1
4476036022,충청남도 부여군 홍산면 정동리,0,0,0,1,0,1,19,4,0,2,0,0,2,1,4,3,2,2,47,4,7,5,2,2
4476036026,충청남도 부여군 홍산면 좌홍리,3,2,1,3,1,6,1,0,0,0,0,1,5,4,1,2,1,2,47,2,3,3,2,10
4476036029,충청남도 부여군 홍산면 상천리,0,0,1,2,1,1,129,9,6,5,12,9,4,6,8,3,3,2,14,2,6,1,2,2
4476037023,충청남도 부여군 옥산면 홍연리,-,-,-,-,-,-,24,0,0,0,0,0,1,2,2,1,2,1,3,2,4,1,1,1
4476037026,충청남도 부여군 옥산면 중양리,1,0,1,1,1,4,2,0,0,0,2,0,1,2,0,1,0,0,2,1,2,1,0,0
4476037029,충청남도 부여군 옥산면 안서리,0,0,1,0,1,4,42,0,2,0,0,7,1,1,2,1,1,1,2,1,3,2,1,0
4476038021,충청남도 부여군 남면 송학리,1,0,1,1,2,8,1,0,0,0,0,0,3,4,4,2,3,2,31,3,5,2,4,10
4476038023,충청남도 부여군 남면 송암리,0,1,2,1,2,15,72,16,16,0,3,0,1,2,1,0,0,0,64,17,23,9,8,23
4671035028,전라남도 담양군 대덕면 용대리,0,0,0,0,0,1,0,0,0,0,0,25,0,1,3,2,3,17,3,2,9,7,1,0
4671035031,전라남도 담양군 대덕면 입석리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,12,0,0,2,4,3,3
4671036022,전라남도 담양군 무정면 오룡리,0,0,0,1,1,7,0,0,0,0,1,0,0,0,1,0,7,1,3,3,8,11,3,2
4874025323,경상남도 창녕군 남지읍 학계리,0,0,1,3,4,3,-,-,-,-,-,-,1,2,3,5,2,6,5,0,2,3,1,0
4874025326,경상남도 창녕군 남지읍 성사리,0,0,0,0,0,7,0,1,0,3,3,4,3,7,4,3,1,2,12,2,2,2,2,12
4874025330,경상남도 창녕군 남지읍 시남리,0,0,0,0,0,1,-,-,-,-,-,-,0,3,2,2,2,2,2,0,0,1,0,1
4874025332,경상남도 창녕군 남지읍 반포리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,7,1,1,0,4,0,0,1,0,0
4874025334,경상남도 창녕군 남지읍 월하리,-,-,-,-,-,-,-,-,-,-,-,-,4,5,6,3,2,1,3,0,0,1,1,0
4874031022,경상남도 창녕군 고암면 억만리,0,0,0,0,0,1,-,-,-,-,-,-,0,2,1,1,0,2,4,0,1,1,2,7
4874032000,경상남도 창녕군 성산면,0,0,1,0,2,2,0,1,1,2,2,52,1,3,32,68,40,11,41,20,133,130,131,219
4874032022,경상남도 창녕군 성산면 정녕리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,5,12,10,2,5,0,0,2,1,3
4874032024,경상남도 창녕군 성산면 후천리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,4,4,2,0,1,0,0,2,2,2
4874032027,경상남도 창녕군 성산면 운봉리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,5,7,3,0,5,0,3,2,1,1
4874033000,경상남도 창녕군 대합면,0,0,0,2,4,18,0,2,5,10,8,8,14,68,102,130,102,158,54,2,12,23,18,27
4782025324,경상북도 청도군 청도읍 덕암리,-,-,-,-,-,-,0,1,2,2,2,4,0,0,1,0,0,0,0,0,0,1,1,3
4782025327,경상북도 청도군 청도읍 운산리,-,-,-,-,-,-,0,0,0,0,1,4,1,2,1,1,1,3,0,0,0,1,1,2
4782025329,경상북도 청도군 청도읍 원정리,-,-,-,-,-,-,4,4,2,4,4,11,1,1,1,1,1,4,0,0,0,0,2,6
4782025332,경상북도 청도군 청도읍 원리,-,-,-,-,-,-,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
4782025339,경상북도 청도군 청도읍 유호리,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,3,0,0,2,3,3,2
4782025341,경상북도 청도군 청도읍 사촌리,0,0,0,0,0,1,3,1,1,2,1,1,0,0,1,1,1,2,1,2,4,5,3,3
4782031035,경상북도 청도군 각남면 예리리,-,-,-,-,-,-,0,0,0,1,0,1,11,9,8,4,2,7,0,0,0,2,4,11
4782031038,경상북도 청도군 각남면 사리,0,1,0,0,1,5,0,1,0,1,1,4,5,1,3,3,6,19,0,0,1,0,2,9
4782031040,경상북도 청도군 각남면 옥산리,-,-,-,-,-,-,0,0,1,1,1,6,9,3,3,2,1,5,0,0,0,1,1,5
4782032036,경상북도 청도군 풍각면 성곡리,0,0,0,0,0,1,1,1,2,0,0,5,9,5,7,3,3,17,0,0,3,2,1,1
4782032039,경상북도 청도군 풍각면 금곡리,-,-,-,-,-,-,0,0,0,0,0,3,2,4,2,2,3,8,0,0,3,2,2,2
4782032041,경상북도 청도군 풍각면 흑석리,0,0,0,0,0,3,1,0,0,1,1,4,6,5,6,5,4,14,1,4,8,9,4,4
4615010100,전라남도 순천시 삼거동,-,-,-,-,-,-,29,5,0,0,0,0,5,4,3,0,0,3,1,3,1,0,1,1
4180025024,경기도 연천군 연천읍 와초리,0,0,0,0,2,1,-,-,-,-,-,-,1,1,4,5,7,6,0,1,7,12,10,9
4180025027,경기도 연천군 연천읍 동막리,0,0,0,0,1,1,-,-,-,-,-,-,0,1,2,3,2,4,0,1,5,1,0,1
4180025326,경기도 연천군 전곡읍 양원리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,1,3,3,0,1,1,1,1,0
4180031023,경기도 연천군 군남면 삼거리,0,0,0,1,0,1,-,-,-,-,-,-,0,0,0,1,1,1,0,8,74,32,34,24
4180031025,경기도 연천군 군남면 선곡리,0,0,0,0,0,2,-,-,-,-,-,-,0,4,29,7,0,5,0,7,32,10,29,11
4372040033,충청북도 보은군 산외면 원평리,-,-,-,-,-,-,0,0,0,0,0,2,17,15,6,19,5,10,1,4,7,3,1,6
4372040034,충청북도 보은군 산외면 산대리,-,-,-,-,-,-,2,0,1,0,0,0,56,29,12,7,2,3,2,3,3,1,2,2
4372040038,충청북도 보은군 산외면 중티리,-,-,-,-,-,-,1,1,0,0,1,1,15,7,5,3,2,6,1,5,5,2,1,1
4373025021,충청북도 옥천군 옥천읍 죽향리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,1
4373025024,충청북도 옥천군 옥천읍 하계리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,1
4373025026,충청북도 옥천군 옥천읍 동안리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,0,1,3,1,2,1,1
4373025031,충청북도 옥천군 옥천읍 가풍리,-,-,-,-,-,-,3,5,4,3,3,24,1,1,2,0,1,5,1,11,7,3,3,14
4373025035,충청북도 옥천군 옥천읍 양수리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,2,0,3,2,3,1,1,1,2
4373025038,충청북도 옥천군 옥천읍 삼양리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,1,1
4373031021,충청북도 옥천군 동이면 평산리,0,0,1,1,1,4,1,2,2,2,3,8,7,6,4,2,3,10,6,8,6,4,3,2
4373031024,충청북도 옥천군 동이면 금암리,0,0,0,1,0,1,7,6,8,5,4,8,1,2,3,5,4,22,2,2,3,2,3,7
4373031027,충청북도 옥천군 동이면 지양리,-,-,-,-,-,-,1,2,2,1,1,2,3,4,4,6,5,17,0,2,0,1,0,0
4479039030,충청남도 청양군 비봉면 방한리,-,-,-,-,-,-,2,0,0,0,0,0,2,2,1,1,1,23,43,39,21,9,5,10
4480025021,충청남도 홍성군 홍성읍 오관리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,1,0,0,1,1,3
4480025023,충청남도 홍성군 홍성읍 소향리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,1,3,1,1,2,3,2,3
4480025026,충청남도 홍성군 홍성읍 남장리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,2,0,1,1,2,1
4480025029,충청남도 홍성군 홍성읍 송월리,-,-,-,-,-,-,0,0,0,1,1,2,0,0,0,1,0,1,0,1,2,3,1,2
4480025031,충청남도 홍성군 홍성읍 내법리,-,-,-,-,-,-,0,0,0,0,0,1,0,1,0,1,0,0,2,6,15,10,5,5
4480025300,충청남도 홍성군 광천읍,0,0,0,0,0,8,3,3,2,1,2,8,4,10,6,10,16,96,34,24,53,57,74,159
4480025322,충청남도 홍성군 광천읍 광천리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,2,2,1,5,3,4,13
4480025324,충청남도 홍성군 광천읍 가정리,-,-,-,-,-,-,3,0,0,0,0,0,0,0,0,0,1,4,3,1,2,1,3,15
4480025326,충청남도 홍성군 광천읍 소암리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,2,2,8,5,7,7
4480025328,충청남도 홍성군 광천읍 벽계리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,1,2,2,3,4,4,7
4480025331,충청남도 홍성군 광천읍 운용리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,1,3,15,3,1,1,6,10,28
4615036035,전라남도 순천시 송광면 대흥리,-,-,-,-,-,-,-,-,-,-,-,-,5,7,9,6,0,3,1,1,2,2,1,1
4615037022,전라남도 순천시 외서면 쌍율리,-,-,-,-,-,-,22,2,0,0,0,0,21,25,7,8,7,30,0,4,7,6,7,9
4615037025,전라남도 순천시 외서면 도신리,0,0,0,0,0,1,52,1,0,0,0,0,5,7,7,11,6,24,2,3,8,7,6,10
4615037027,전라남도 순천시 외서면 화전리,0,0,0,0,1,1,54,7,0,3,3,3,5,4,5,4,4,23,1,3,9,22,8,16
4376031023,충청북도 괴산군 감물면 이담리,0,0,0,0,2,3,0,0,0,0,0,1,3,22,15,16,19,52,3,32,52,75,47,113
4376031026,충청북도 괴산군 감물면 광전리,0,0,0,0,0,1,0,0,0,0,0,1,12,18,21,30,29,38,2,3,6,10,18,33
4376032024,충청북도 괴산군 장연면 광진리,0,0,0,0,0,1,3,0,2,7,4,7,9,9,20,22,23,47,1,1,4,16,10,79
4376033000,충청북도 괴산군 연풍면,-,-,-,-,-,-,15,8,8,13,13,106,23,41,25,18,14,92,5,16,31,44,43,258
4376033022,충청북도 괴산군 연풍면 행촌리,-,-,-,-,-,-,0,0,0,0,1,9,0,0,0,2,2,12,1,1,0,4,7,48
4376033026,충청북도 괴산군 연풍면 유상리,-,-,-,-,-,-,0,0,0,2,0,7,0,1,4,3,3,15,0,0,0,2,1,19
4376033029,충청북도 괴산군 연풍면 적석리,-,-,-,-,-,-,10,5,6,8,8,35,3,6,6,3,1,5,0,3,4,6,4,21
4376034022,충청북도 괴산군 칠성면 사평리,-,-,-,-,-,-,0,0,0,0,0,1,1,2,6,7,12,25,0,1,4,5,6,19
4376034024,충청북도 괴산군 칠성면 쌍곡리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,8,10,0,1,5,3,0,3
4376034030,충청북도 괴산군 칠성면 두천리,-,-,-,-,-,-,-,-,-,-,-,-,6,5,7,2,3,3,3,15,10,9,8,8
4376035021,충청북도 괴산군 문광면 광덕리,0,0,0,0,0,1,-,-,-,-,-,-,18,20,18,9,11,16,1,19,9,10,3,7
2872035000,인천광역시 옹진군 덕적면,-,-,-,-,-,-,-,-,-,-,-,-,5,5,6,4,3,5,27,16,21,15,11,10
2872035023,인천광역시 옹진군 덕적면 서포리,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,1,2,26,14,19,14,10,10
2872035027,인천광역시 옹진군 덕적면 문갑리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,-,-
2872037021,인천광역시 옹진군 자월면 자월리,-,-,-,-,-,-,-,-,-,-,-,-,14,9,10,12,4,8,4,2,3,3,3,2
2872037022,인천광역시 옹진군 자월면 이작리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2872038021,인천광역시 옹진군 연평면 연평리,1,0,2,0,0,1,-,-,-,-,-,-,0,1,1,2,1,3,1,2,2,3,1,5
2911010800,광주광역시 동구 동명동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2911011800,광주광역시 동구 서석동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2911012400,광주광역시 동구 선교동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,7,-,-,-,-,-,-
4129010200,경기도 과천시 문원동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
4129010600,경기도 과천시 주암동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0,-,-,-,-,-,-
4131010200,경기도 구리시 사노동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4136025022,경기도 남양주시 와부읍 도곡리,2,1,4,4,3,26,8,0,5,0,0,3,5,9,3,10,6,110,0,0,4,4,2,6
4136025322,경기도 남양주시 진접읍 내각리,0,0,0,0,1,28,0,0,1,1,2,10,3,3,4,4,4,41,0,1,1,0,0,5
4136025324,경기도 남양주시 진접읍 연평리,0,1,1,1,1,104,1,2,0,0,5,0,5,5,3,8,10,104,0,0,0,2,1,1
4377025032,충청북도 음성군 음성읍 삼생리,0,0,4,2,0,3,0,0,1,0,0,0,5,7,11,5,6,4,0,0,1,0,0,0
4377025322,충청북도 음성군 금왕읍 금석리,0,0,0,0,0,1,0,0,1,1,0,7,9,0,0,1,0,2,3,7,6,0,0,1
4377025325,충청북도 음성군 금왕읍 백야리,0,0,0,0,0,1,0,0,0,0,0,3,8,1,0,0,3,1,0,0,0,1,0,1
4377025327,충청북도 음성군 금왕읍 봉곡리,0,0,0,0,1,6,0,0,0,0,1,0,14,0,0,0,0,1,3,8,8,3,2,2
4377025330,충청북도 음성군 금왕읍 본대리,0,1,0,2,2,19,2,2,0,0,3,2,2,6,3,0,1,9,2,13,10,10,3,2
4377025332,충청북도 음성군 금왕읍 사창리,0,0,0,0,0,9,0,0,0,1,0,0,13,3,1,1,1,5,0,2,10,5,2,1
4377025335,충청북도 음성군 금왕읍 쌍봉리,0,0,0,0,0,1,-,-,-,-,-,-,5,6,3,0,0,14,0,0,2,3,0,11
4377025339,충청북도 음성군 금왕읍 내송리,0,0,1,0,0,9,-,-,-,-,-,-,10,0,1,3,2,9,0,6,7,3,1,4
4377025342,충청북도 음성군 금왕읍 행제리,0,0,0,1,2,21,-,-,-,-,-,-,8,4,3,5,0,5,0,0,3,0,0,1
4377031023,충청북도 음성군 소이면 중동리,0,0,3,4,7,36,4,4,12,7,8,26,7,11,8,1,1,14,8,17,12,4,3,1
4377031026,충청북도 음성군 소이면 봉전리,0,0,0,0,1,8,2,1,0,0,4,8,1,7,5,3,8,1,7,22,12,4,0,3
4183036026,경기도 양평군 단월면 부안리,-,-,-,-,-,-,-,-,-,-,-,-,2,1,4,2,1,2,0,0,1,1,1,0
4183037021,경기도 양평군 청운면 용두리,0,0,0,1,1,3,-,-,-,-,-,-,2,5,5,6,4,5,0,1,1,2,1,0
4183037024,경기도 양평군 청운면 가현리,0,0,0,0,1,2,1,0,0,0,0,0,4,1,1,0,0,2,0,4,2,2,1,1
4183037029,경기도 양평군 청운면 다대리,0,0,1,2,1,3,0,0,1,0,1,6,2,1,3,4,2,3,0,8,5,1,2,1
4183038022,경기도 양평군 양동면 석곡리,0,0,1,2,1,4,-,-,-,-,-,-,2,4,5,3,3,2,0,2,4,1,2,0
4713032027,경상북도 경주시 양남면 신대리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,1,-,-,-,-,-,-
4713032031,경상북도 경주시 양남면 기구리,0,0,0,0,0,1,-,-,-,-,-,-,4,0,0,0,0,2,0,0,0,1,1,1
4713032034,경상북도 경주시 양남면 나산리,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,6,0,0,1,0,1,4
4713033021,경상북도 경주시 내남면 명계리,-,-,-,-,-,-,1,8,11,5,47,39,8,9,15,11,5,8,6,2,3,5,7,3
4165034031,경기도 포천시 신북면 금동리,-,-,-,-,-,-,0,2,1,0,0,0,13,10,8,5,7,2,3,10,9,1,3,1
4165034032,경기도 포천시 신북면 덕둔리,-,-,-,-,-,-,-,-,-,-,-,-,7,5,9,9,1,5,0,13,3,0,0,0
4165035000,경기도 포천시 창수면,1,1,0,5,4,22,18,8,13,22,34,73,119,122,92,71,38,95,69,174,146,70,23,67
4165035021,경기도 포천시 창수면 추동리,-,-,-,-,-,-,0,1,0,2,2,4,31,21,17,19,9,17,5,22,21,6,5,23
4165035022,경기도 포천시 창수면 주원리,1,0,0,3,0,4,1,2,3,6,2,5,22,25,15,15,8,28,20,38,15,10,6,12
4165035023,경기도 포천시 창수면 가양리,-,-,-,-,-,-,1,1,1,1,0,0,9,30,12,1,1,4,38,84,82,44,9,27
4165035024,경기도 포천시 창수면 오가리,0,1,0,2,1,16,16,5,8,14,26,44,38,28,26,15,9,28,7,30,21,9,2,4
4165035025,경기도 포천시 창수면 고소성리,-,-,-,-,-,-,-,-,-,-,-,-,1,6,10,6,3,1,0,0,5,1,0,1
4165035026,경기도 포천시 창수면 운산리,0,0,0,0,2,1,0,0,0,0,3,21,19,12,12,14,9,17,0,0,0,0,0,1
4165036000,경기도 포천시 영중면,15,5,13,8,6,77,12,1,6,10,13,46,98,99,89,85,54,102,46,187,147,75,21,34
4165036021,경기도 포천시 영중면 양문리,1,3,4,3,1,15,1,0,1,3,2,9,31,33,25,15,7,19,8,37,40,11,2,5
4784032041,경상북도 성주군 용암면 본리리,0,1,2,2,2,67,-,-,-,-,-,-,0,2,2,2,2,5,1,2,1,1,1,3
4784032047,경상북도 성주군 용암면 동락리,0,0,3,2,7,206,-,-,-,-,-,-,0,0,1,2,3,26,0,0,1,1,0,1
4784032050,경상북도 성주군 용암면 문명리,1,2,2,4,7,226,-,-,-,-,-,-,1,1,1,1,1,27,0,2,1,1,0,1
4784032055,경상북도 성주군 용암면 계상리,0,0,0,0,0,6,-,-,-,-,-,-,0,0,0,0,0,3,0,2,2,1,0,0
4784032058,경상북도 성주군 용암면 죽전리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,2,1,1,0
4784033040,경상북도 성주군 수륜면 수성리,1,2,3,7,5,134,0,0,0,0,1,1,6,2,2,1,2,22,13,30,33,30,17,25
4784033044,경상북도 성주군 수륜면 계정리,5,1,1,4,2,26,10,0,0,0,0,4,20,0,2,0,0,8,16,67,58,30,26,29
4784033047,경상북도 성주군 수륜면 작은리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,1,0,0,4,7,5,16
4784034031,경상북도 성주군 가천면 화죽리,0,0,0,1,0,9,-,-,-,-,-,-,2,3,1,2,2,6,1,0,3,6,5,10
4784034033,경상북도 성주군 가천면 마수리,-,-,-,-,-,-,0,0,0,0,1,0,4,1,3,2,4,7,0,3,2,2,0,1
4784034036,경상북도 성주군 가천면 용사리,0,0,1,0,0,3,1,0,0,0,3,8,9,3,2,5,2,5,-,-,-,-,-,-
4680035029,전라남도 장흥군 유치면 반월리,-,-,-,-,-,-,-,-,-,-,-,-,6,35,11,1,1,2,6,3,8,15,12,6
4680035035,전라남도 장흥군 유치면 덕산리,-,-,-,-,-,-,-,-,-,-,-,-,5,9,11,3,0,0,-,-,-,-,-,-
4680036022,전라남도 장흥군 부산면 구룡리,-,-,-,-,-,-,-,-,-,-,-,-,3,2,3,12,6,2,6,16,28,38,22,11
4680036025,전라남도 장흥군 부산면 용반리,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,0,14,0,20,30,17,19,14,7
4680037000,전라남도 장흥군 회진면,0,0,0,0,1,3,0,0,0,0,1,0,37,29,57,127,48,30,277,324,313,255,275,648
4680037024,전라남도 장흥군 회진면 신상리,-,-,-,-,-,-,-,-,-,-,-,-,3,3,15,9,6,0,26,45,38,32,27,52
4681025021,전라남도 강진군 강진읍 동성리,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,2,0,0,0,1,2,1,1,0
4681025023,전라남도 강진군 강진읍 서성리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,12,6,1,2,0
4681025026,전라남도 강진군 강진읍 평동리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,10,8,4,4,2
4681025029,전라남도 강진군 강진읍 영파리,0,0,0,0,0,2,0,0,0,1,0,3,22,13,11,13,129,59,4,18,24,24,72,19
4681025032,전라남도 강진군 강진읍 송전리,1,3,3,2,1,9,0,0,1,0,0,1,1,1,2,2,1,3,26,49,26,9,4,1
4681025034,전라남도 강진군 강진읍 춘전리,0,4,3,3,3,7,1,1,1,4,3,5,1,4,10,6,2,2,24,49,26,10,9,5
4723038043,경상북도 영천시 고경면 삼포리,-,-,-,-,-,-,-,-,-,-,-,-,3,5,1,1,2,1,-,-,-,-,-,-
4723038046,경상북도 영천시 고경면 청정리,-,-,-,-,-,-,-,-,-,-,-,-,7,5,7,4,5,6,-,-,-,-,-,-
4723038048,경상북도 영천시 고경면 칠전리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,0,0,1,2,0,0,1,1,0,0
4723039000,경상북도 영천시 북안면,0,0,0,0,1,4,1,3,15,21,54,49,0,0,3,6,6,19,7,17,15,9,14,19
4723039023,경상북도 영천시 북안면 북리,-,-,-,-,-,-,1,2,3,7,11,14,0,0,0,0,0,2,0,0,0,0,1,0
4723039026,경상북도 영천시 북안면 용계리,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,13,0,1,1,1,0,1
4723039029,경상북도 영천시 북안면 효리,-,-,-,-,-,-,0,0,1,1,1,1,-,-,-,-,-,-,0,1,1,1,2,0
4723039032,경상북도 영천시 북안면 서당리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0
4723039035,경상북도 영천시 북안면 반계리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,0,1,1
4723039037,경상북도 영천시 북안면 신촌리,-,-,-,-,-,-,0,0,0,0,1,0,-,-,-,-,-,-,0,0,0,0,1,0
4723039040,경상북도 영천시 북안면 내포리,-,-,-,-,-,-,0,0,0,0,1,0,-,-,-,-,-,-,0,1,1,0,2,0
4887038025,경상남도 함양군 서상면 중남리,-,-,-,-,-,-,12,0,0,0,0,2,117,14,12,14,6,7,2,4,8,6,4,17
4887039021,경상남도 함양군 백전면 평정리,0,0,0,0,0,1,76,19,3,7,2,3,5,3,6,1,3,5,8,14,29,4,5,4
4887039024,경상남도 함양군 백전면 운산리,-,-,-,-,-,-,11,4,2,1,2,0,38,44,12,6,5,18,15,12,13,4,7,2
4887039028,경상남도 함양군 백전면 경백리,0,0,0,0,0,2,20,4,6,6,4,5,6,3,5,5,1,4,2,9,18,10,7,7
4887040021,경상남도 함양군 병곡면 옥계리,1,0,0,0,0,2,35,9,0,3,3,3,5,3,4,3,3,7,1,1,2,6,8,0
4887040023,경상남도 함양군 병곡면 송평리,1,0,0,0,0,2,36,4,6,0,2,5,0,0,1,1,3,4,8,11,5,12,8,14
4887040025,경상남도 함양군 병곡면 월암리,0,0,0,0,0,1,52,4,8,11,0,0,4,8,2,2,0,5,0,1,3,4,3,4
4888000000,경상남도 거창군,19,43,79,100,161,955,278,335,661,458,327,974,4142,3535,1982,1542,1163,1421,1241,2852,3621,1536,670,524
4888025021,경상남도 거창군 거창읍 상림리,0,1,2,2,4,14,0,0,2,0,0,0,3,6,8,3,4,9,1,2,1,1,1,1
4888025024,경상남도 거창군 거창읍 대평리,0,1,4,4,4,31,0,0,1,1,1,3,1,2,3,3,1,4,14,74,44,23,11,4
4888025027,경상남도 거창군 거창읍 장팔리,0,0,3,1,2,3,2,4,11,14,12,59,12,25,22,29,21,41,16,19,17,5,3,1
4888025030,경상남도 거창군 거창읍 서변리,4,3,7,16,19,178,4,1,1,0,1,1,0,7,8,15,13,43,4,12,18,7,4,2
4885036028,경상남도 하동군 금남면 진정리,-,-,-,-,-,-,0,3,0,0,0,1,3,1,3,4,4,7,2,4,5,5,3,6
4885037022,경상남도 하동군 진교면 백련리,0,0,0,0,1,2,8,0,0,0,0,3,0,0,1,9,2,9,0,1,2,4,6,11
4885037024,경상남도 하동군 진교면 고룡리,-,-,-,-,-,-,88,29,0,19,0,16,2,0,10,12,6,12,0,0,4,2,3,8
4885037027,경상남도 하동군 진교면 월운리,-,-,-,-,-,-,16,0,0,0,0,0,0,0,0,5,15,6,1,1,2,6,3,10
4885037030,경상남도 하동군 진교면 술상리,-,-,-,-,-,-,6,3,0,2,3,12,3,0,2,7,2,8,1,0,3,4,4,11
4885038023,경상남도 하동군 양보면 감당리,-,-,-,-,-,-,421,9,3,6,0,8,60,9,5,3,2,25,3,9,12,13,10,19
4885038025,경상남도 하동군 양보면 통정리,-,-,-,-,-,-,93,22,6,17,2,13,7,3,6,8,12,24,5,7,9,10,9,12
4885038026,경상남도 하동군 양보면 박달리,0,0,0,0,0,4,64,7,1,11,4,20,4,3,2,5,6,15,7,6,8,8,14,28
4885039021,경상남도 하동군 북천면 방화리,0,0,0,0,0,2,34,0,13,14,0,7,0,0,2,7,2,4,2,9,12,7,4,4
4885039024,경상남도 하동군 북천면 옥정리,0,0,1,1,2,17,0,3,0,2,1,1,1,0,6,6,2,3,1,4,6,6,4,11
4885040000,경상남도 하동군 청암면,1,0,1,1,1,9,74,27,12,2,3,19,2647,4,7,2,2,4,3,13,24,22,11,13
4885040022,경상남도 하동군 청암면 명호리,0,0,0,0,0,1,21,0,4,0,1,6,6,1,4,0,0,1,1,5,4,3,1,3
