stdg_Cd,bjd_Nm,om_Fachs1_Area,om_Fachs2_Area,om_Fachs3_Area,om_Fachs4_Area,om_Fachs5_Area,om_Fachs6_Area,om_Fruit1_Area,om_Fruit2_Area,om_Fruit3_Area,om_Fruit4_Area,om_Fruit5_Area,om_Fruit6_Area,om_Pfld1_Area,om_Pfld2_Area,om_Pfld3_Area,om_Pfld4_Area,om_Pfld5_Area,om_Pfld6_Area,om_Rfld1_Area,om_Rfld2_Area,om_Rfld3_Area,om_Rfld4_Area,om_Rfld5_Area,om_Rfld6_Area
5280042000,전북특별자치도 부안군 위도면,-,-,-,-,-,-,-,-,-,-,-,-,0,3,8,2,1,0,0,1,1,1,1,1
5280042021,전북특별자치도 부안군 위도면 진리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,0,0,0,-,-,-,-,-,-
5280042023,전북특별자치도 부안군 위도면 치도리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,2,0,0,0,0,0,0,1,1
5280042024,전북특별자치도 부안군 위도면 대리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,0,0,0,-,-,-,-,-,-
5280042026,전북특별자치도 부안군 위도면 식도리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5172025024,강원특별자치도 홍천군 홍천읍 갈마곡리,0,1,0,0,0,0,0,0,3,0,0,0,5,16,19,13,5,3,2,8,14,8,2,1
5172025025,강원특별자치도 홍천군 홍천읍 검율리,-,-,-,-,-,-,-,-,-,-,-,-,4,12,10,7,2,1,3,9,8,6,2,0
5172025026,강원특별자치도 홍천군 홍천읍 와동리,0,0,0,1,1,0,-,-,-,-,-,-,5,35,42,20,5,5,1,23,44,12,2,0
5172025027,강원특별자치도 홍천군 홍천읍 결운리,0,1,1,0,0,0,1,0,0,0,0,0,8,28,22,14,2,2,3,7,7,5,2,1
5172025028,강원특별자치도 홍천군 홍천읍 태학리,-,-,-,-,-,-,0,1,1,0,0,0,2,7,8,6,2,3,2,8,4,2,0,0
5172025029,강원특별자치도 홍천군 홍천읍 연봉리,-,-,-,-,-,-,-,-,-,-,-,-,3,5,2,2,0,0,2,3,3,2,0,0
5172025030,강원특별자치도 홍천군 홍천읍 하오안리,-,-,-,-,-,-,-,-,-,-,-,-,17,16,15,54,0,1,3,30,39,18,2,0
5172025031,강원특별자치도 홍천군 홍천읍 장전평리,-,-,-,-,-,-,0,1,0,0,0,0,15,37,30,24,8,7,1,7,23,5,3,3
5172025032,강원특별자치도 홍천군 홍천읍 삼마치리,-,-,-,-,-,-,1,0,3,1,0,0,14,37,60,33,10,5,3,13,19,13,7,2
5172025033,강원특별자치도 홍천군 홍천읍 상오안리,0,0,1,1,2,3,-,-,-,-,-,-,8,32,26,15,2,34,8,35,39,12,2,2
5172031000,강원특별자치도 홍천군 화촌면,3,12,22,13,4,4,3,2,4,2,1,1,140,852,771,422,99,105,143,1204,791,128,15,4
5172031021,강원특별자치도 홍천군 화촌면 송정리,-,-,-,-,-,-,-,-,-,-,-,-,1,8,6,2,1,0,2,23,20,4,0,0
5172031022,강원특별자치도 홍천군 화촌면 내삼포리,0,1,0,1,0,0,-,-,-,-,-,-,10,13,24,21,8,1,14,254,164,12,1,1
5172031023,강원특별자치도 홍천군 화촌면 성산리,0,2,4,1,1,0,-,-,-,-,-,-,9,25,20,6,2,0,17,82,105,43,8,1
5172031024,강원특별자치도 홍천군 화촌면 야시대리,0,0,3,2,0,0,1,0,1,0,0,0,5,79,77,27,10,7,7,38,31,5,0,0
5172031025,강원특별자치도 홍천군 화촌면 주음치리,2,6,10,6,1,0,-,-,-,-,-,-,14,108,116,71,12,1,3,90,74,10,1,0
5172031026,강원특별자치도 홍천군 화촌면 군업리,0,0,1,0,0,0,-,-,-,-,-,-,10,74,72,27,5,5,9,121,39,4,0,0
5172031027,강원특별자치도 홍천군 화촌면 장평리,0,0,1,2,2,3,0,0,2,2,1,1,48,377,286,179,44,54,10,37,17,1,0,0
5172031028,강원특별자치도 홍천군 화촌면 굴운리,0,1,0,0,0,0,-,-,-,-,-,-,6,15,12,7,1,1,20,122,36,6,0,0
5172031029,강원특별자치도 홍천군 화촌면 구성포리,1,1,0,0,0,0,1,1,0,0,0,0,14,78,113,42,12,9,6,47,58,20,3,2
5172031030,강원특별자치도 홍천군 화촌면 풍천리,0,1,1,0,0,0,-,-,-,-,-,-,17,56,34,36,4,23,0,2,9,4,0,0
5172031031,강원특별자치도 홍천군 화촌면 외삼포리,0,1,1,1,0,0,-,-,-,-,-,-,7,20,10,4,1,2,54,386,240,20,1,0
5172032000,강원특별자치도 홍천군 두촌면,0,0,0,4,2,0,6,8,2,1,0,1,110,464,599,373,73,97,12,51,61,28,4,0
5172032021,강원특별자치도 홍천군 두촌면 철정리,-,-,-,-,-,-,6,8,2,1,0,1,15,87,116,49,16,12,2,8,18,14,2,0
5172032022,강원특별자치도 홍천군 두촌면 역내리,-,-,-,-,-,-,-,-,-,-,-,-,6,34,32,24,6,5,4,8,4,1,1,0
5172032023,강원특별자치도 홍천군 두촌면 천현리,-,-,-,-,-,-,-,-,-,-,-,-,5,56,88,55,8,7,3,11,5,0,0,0
5172032024,강원특별자치도 홍천군 두촌면 자은리,-,-,-,-,-,-,-,-,-,-,-,-,4,57,98,45,9,8,1,16,16,7,1,0
5172032025,강원특별자치도 홍천군 두촌면 원동리,-,-,-,-,-,-,-,-,-,-,-,-,11,80,102,109,4,3,1,3,12,4,0,0
5172032026,강원특별자치도 홍천군 두촌면 장남리,0,0,0,3,2,0,-,-,-,-,-,-,6,39,80,48,19,56,0,5,6,1,0,0
5172032027,강원특별자치도 홍천군 두촌면 괘석리,-,-,-,-,-,-,-,-,-,-,-,-,62,112,83,42,12,6,0,1,0,0,0,0
5172033000,강원특별자치도 홍천군 내촌면,4,11,19,10,3,5,6,10,6,5,1,2,416,1297,1216,491,137,124,68,265,154,39,14,8
5172033021,강원특별자치도 홍천군 내촌면 물걸리,2,3,5,4,1,1,-,-,-,-,-,-,92,338,251,85,25,18,31,85,34,6,1,0
5172033022,강원특별자치도 홍천군 내촌면 와야리,1,5,6,4,1,0,2,3,2,1,0,1,63,177,164,97,11,6,5,19,31,18,9,5
5172033023,강원특별자치도 홍천군 내촌면 서곡리,0,1,2,0,0,0,3,0,0,1,0,0,47,124,153,42,6,8,2,22,11,4,2,1
5172033024,강원특별자치도 홍천군 내촌면 도관리,0,2,0,0,0,0,0,3,1,0,0,0,60,178,132,39,10,7,9,47,26,3,0,0
5172033025,강원특별자치도 홍천군 내촌면 답풍리,-,-,-,-,-,-,0,1,1,0,0,0,52,133,155,31,5,21,14,45,18,2,0,0
5172033026,강원특별자치도 홍천군 내촌면 화상대리,1,0,2,0,0,3,0,2,1,0,0,0,46,201,161,70,26,21,5,41,28,5,1,1
5172033027,강원특별자치도 홍천군 내촌면 문현리,-,-,-,-,-,-,-,-,-,-,-,-,25,74,53,30,7,2,1,5,4,1,0,0
5172033028,강원특별자치도 홍천군 내촌면 광암리,0,0,3,1,1,1,1,0,1,3,1,1,31,72,147,95,46,41,1,1,2,0,0,1
5172034000,강원특별자치도 홍천군 서석면,4,19,41,32,16,24,3,8,15,7,1,1,83,345,402,307,115,95,76,340,202,47,5,3
5172034021,강원특별자치도 홍천군 서석면 풍암리,0,1,1,2,0,1,0,0,3,1,1,0,5,36,31,21,6,1,12,46,44,17,1,0
5172034022,강원특별자치도 홍천군 서석면 검산리,0,2,3,3,0,1,1,1,1,0,0,0,9,22,44,31,10,19,5,40,19,3,1,1
5172034023,강원특별자치도 홍천군 서석면 생곡리,2,2,8,4,1,2,0,1,1,2,0,0,12,32,61,54,33,42,6,32,27,7,1,1
5172034024,강원특별자치도 홍천군 서석면 상군두리,0,2,5,9,3,1,-,-,-,-,-,-,2,8,6,5,1,0,3,36,22,4,0,1
5172034025,강원특별자치도 홍천군 서석면 하군두리,-,-,-,-,-,-,-,-,-,-,-,-,3,8,5,3,0,1,1,16,19,3,0,0
5172034026,강원특별자치도 홍천군 서석면 청량리,1,7,18,12,10,17,-,-,-,-,-,-,24,103,108,84,35,20,14,55,24,4,1,0
5172034027,강원특별자치도 홍천군 서석면 어론리,0,2,2,1,1,2,-,-,-,-,-,-,8,17,31,18,15,9,17,48,25,4,1,0
5172034028,강원특별자치도 홍천군 서석면 수하리,1,3,5,2,0,0,1,6,10,3,0,1,20,119,116,91,15,4,18,68,22,4,1,0
5172036000,강원특별자치도 홍천군 남면,4,18,32,26,8,6,10,26,8,8,2,1,142,451,411,152,34,24,58,318,343,108,16,5
5172036021,강원특별자치도 홍천군 남면 양덕원리,0,0,1,3,1,1,-,-,-,-,-,-,3,9,16,9,1,0,1,15,19,6,0,0
5172036022,강원특별자치도 홍천군 남면 유목정리,0,1,1,2,0,0,-,-,-,-,-,-,1,16,28,14,7,5,6,19,9,0,0,0
5172036023,강원특별자치도 홍천군 남면 신대리,0,3,1,0,0,0,8,21,6,4,1,1,39,106,48,12,4,5,12,50,38,6,3,0
5172036024,강원특별자치도 홍천군 남면 시동리,1,1,4,2,0,1,0,1,0,0,0,0,25,64,51,14,1,0,9,68,48,11,0,0
5172036025,강원특별자치도 홍천군 남면 유치리,2,8,14,5,0,0,0,1,2,3,0,0,43,139,111,43,4,2,16,114,144,38,3,0
5172036026,강원특별자치도 홍천군 남면 월천리,0,0,1,1,1,0,-,-,-,-,-,-,1,10,31,10,0,0,0,10,10,2,0,0
5172036028,강원특별자치도 홍천군 남면 제곡리,-,-,-,-,-,-,-,-,-,-,-,-,2,7,16,7,1,0,2,18,10,1,1,0
5172036030,강원특별자치도 홍천군 남면 남노일리,0,3,2,0,0,0,2,2,0,0,0,0,6,12,12,1,0,0,0,1,3,1,0,0
5172036031,강원특별자치도 홍천군 남면 화전리,0,1,3,7,3,1,-,-,-,-,-,-,7,28,31,12,5,2,10,6,19,10,2,0
5172037000,강원특별자치도 홍천군 서면,2,8,14,9,3,1,7,13,6,2,1,1,166,518,384,104,32,67,69,198,286,84,6,3
5172037021,강원특별자치도 홍천군 서면 반곡리,1,4,3,0,1,1,1,3,1,0,0,0,22,59,26,8,5,1,2,10,34,15,0,0
5172037022,강원특별자치도 홍천군 서면 어유포리,-,-,-,-,-,-,0,0,1,0,0,0,13,50,17,4,1,0,15,31,20,4,0,0
5172037023,강원특별자치도 홍천군 서면 팔봉리,-,-,-,-,-,-,3,2,3,1,0,1,25,78,60,19,5,45,15,33,85,19,2,1
5172037024,강원특별자치도 홍천군 서면 굴업리,-,-,-,-,-,-,-,-,-,-,-,-,7,9,26,5,4,0,3,2,7,4,1,0
5172037025,강원특별자치도 홍천군 서면 대곡리,-,-,-,-,-,-,-,-,-,-,-,-,26,43,47,11,1,1,2,9,15,4,0,0
5172037026,강원특별자치도 홍천군 서면 중방대리,-,-,-,-,-,-,-,-,-,-,-,-,9,18,19,2,4,2,0,4,4,2,0,0
5172037027,강원특별자치도 홍천군 서면 길곡리,-,-,-,-,-,-,-,-,-,-,-,-,4,24,30,6,0,1,2,13,21,11,1,0
5172037028,강원특별자치도 홍천군 서면 동막리,-,-,-,-,-,-,0,1,0,0,1,0,2,12,17,6,4,0,1,8,6,4,0,0
5172037029,강원특별자치도 홍천군 서면 모곡리,1,0,1,0,0,0,3,6,1,0,1,0,24,87,68,27,4,2,23,42,46,15,1,0
5172037030,강원특별자치도 홍천군 서면 마곡리,-,-,-,-,-,-,-,-,-,-,-,-,5,21,14,3,0,13,1,1,3,1,0,1
5172037031,강원특별자치도 홍천군 서면 개야리,0,1,1,1,0,0,-,-,-,-,-,-,16,54,19,5,2,0,2,11,8,1,0,0
5172037032,강원특별자치도 홍천군 서면 두미리,0,2,10,7,1,0,-,-,-,-,-,-,12,62,42,10,2,1,3,34,37,3,0,0
5172038000,강원특별자치도 홍천군 북방면,1,1,0,0,0,0,2,0,0,1,0,0,130,449,410,198,55,23,42,290,274,61,5,2
5172038021,강원특별자치도 홍천군 북방면 상화계리,-,-,-,-,-,-,-,-,-,-,-,-,4,23,17,5,3,0,2,15,12,2,0,0
5172038022,강원특별자치도 홍천군 북방면 화동리,-,-,-,-,-,-,-,-,-,-,-,-,1,20,7,2,0,0,2,16,19,4,0,0
5172038023,강원특별자치도 홍천군 북방면 중화계리,-,-,-,-,-,-,-,-,-,-,-,-,4,22,15,5,1,0,1,16,23,8,0,0
5172038024,강원특별자치도 홍천군 북방면 성동리,-,-,-,-,-,-,-,-,-,-,-,-,13,44,60,43,13,7,2,54,52,6,1,1
5172038025,강원특별자치도 홍천군 북방면 북방리,-,-,-,-,-,-,-,-,-,-,-,-,8,38,67,55,15,8,1,11,21,14,2,0
5172038026,강원특별자치도 홍천군 북방면 능평리,-,-,-,-,-,-,-,-,-,-,-,-,2,16,14,3,1,1,1,2,10,2,0,0
5172038027,강원특별자치도 홍천군 북방면 부사원리,-,-,-,-,-,-,-,-,-,-,-,-,1,13,13,4,1,2,0,1,1,0,0,0
5172038028,강원특별자치도 홍천군 북방면 본궁리,-,-,-,-,-,-,-,-,-,-,-,-,4,23,13,6,1,2,1,4,4,1,0,0
5172038029,강원특별자치도 홍천군 북방면 역전평리,-,-,-,-,-,-,-,-,-,-,-,-,2,13,13,5,2,0,0,10,5,0,0,0
5172038030,강원특별자치도 홍천군 북방면 원소리,-,-,-,-,-,-,-,-,-,-,-,-,19,41,51,19,2,1,0,5,5,0,0,0
5172038031,강원특별자치도 홍천군 북방면 구만리,1,0,0,0,0,0,1,0,0,0,0,0,22,53,50,14,7,1,28,121,67,13,1,0
5172038032,강원특별자치도 홍천군 북방면 노일리,-,-,-,-,-,-,-,-,-,-,-,-,15,39,32,9,3,0,0,5,3,0,0,0
5172038033,강원특별자치도 홍천군 북방면 장항리,-,-,-,-,-,-,-,-,-,-,-,-,9,22,9,8,0,0,-,-,-,-,-,-
5172038034,강원특별자치도 홍천군 북방면 굴지리,-,-,-,-,-,-,-,-,-,-,-,-,7,34,15,2,0,0,0,2,5,1,0,0
5172038035,강원특별자치도 홍천군 북방면 도사곡리,-,-,-,-,-,-,-,-,-,-,-,-,4,10,11,9,3,0,0,1,1,0,0,0
5172038036,강원특별자치도 홍천군 북방면 소매곡리,-,-,-,-,-,-,-,-,-,-,-,-,5,8,5,0,0,0,0,2,1,0,0,0
5172038037,강원특별자치도 홍천군 북방면 하화계리,-,-,-,-,-,-,-,-,-,-,-,-,11,28,18,7,2,0,4,22,44,10,1,0
5172038038,강원특별자치도 홍천군 북방면 전치곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,0,0,-,-,-,-,-,-
5172039000,강원특별자치도 홍천군 내면,13,22,37,46,26,31,0,1,2,0,0,0,336,329,369,355,288,262,0,0,1,0,1,0
5172039021,강원특별자치도 홍천군 내면 창촌리,3,11,12,16,13,10,-,-,-,-,-,-,23,41,40,42,24,32,-,-,-,-,-,-
5172039022,강원특별자치도 홍천군 내면 광원리,0,0,5,11,2,4,0,0,2,0,0,0,23,45,51,59,135,90,-,-,-,-,-,-
5172039023,강원특별자치도 홍천군 내면 명개리,0,0,1,0,0,0,-,-,-,-,-,-,16,6,11,16,15,9,-,-,-,-,-,-
5172039024,강원특별자치도 홍천군 내면 율전리,1,0,0,3,4,4,-,-,-,-,-,-,32,26,46,80,37,60,0,0,0,0,1,0
5172039025,강원특별자치도 홍천군 내면 자운리,5,7,16,15,5,10,-,-,-,-,-,-,134,154,169,106,59,47,0,0,1,0,0,0
5172039026,강원특별자치도 홍천군 내면 방내리,3,3,2,1,2,3,0,1,0,0,0,0,108,57,51,53,19,25,-,-,-,-,-,-
5173000000,강원특별자치도 횡성군,87,111,87,54,20,31,21,26,31,24,18,20,1434,1620,1978,1549,1055,1135,517,2739,1263,482,117,61
5173025000,강원특별자치도 횡성군 횡성읍,64,24,3,2,0,0,7,3,2,0,0,0,910,341,316,190,135,94,74,352,150,63,21,3
5173025021,강원특별자치도 횡성군 횡성읍 읍상리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,1,0,0,1,6,5,2,1,0
5173025022,강원특별자치도 횡성군 횡성읍 읍하리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,3,0,0,1,7,4,3,2,0
5173025023,강원특별자치도 횡성군 횡성읍 북천리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,2,0,0,0,2,3,1,1,0
5173025024,강원특별자치도 횡성군 횡성읍 내지리,-,-,-,-,-,-,4,2,0,0,0,0,0,6,5,2,4,2,1,6,3,2,2,0
5173025025,강원특별자치도 횡성군 횡성읍 마옥리,-,-,-,-,-,-,-,-,-,-,-,-,4,8,13,3,2,2,1,16,7,3,1,0
5173025026,강원특별자치도 횡성군 횡성읍 송전리,0,0,1,0,0,0,-,-,-,-,-,-,0,2,2,2,1,1,1,2,3,2,2,0
5173025027,강원특별자치도 횡성군 횡성읍 궁천리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,1,1,1,0,3,1,1,2,0
5173025028,강원특별자치도 횡성군 횡성읍 옥동리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,8,10,3,3,3,9,8,4,0,0
5173025029,강원특별자치도 횡성군 횡성읍 영영포리,-,-,-,-,-,-,-,-,-,-,-,-,2,4,6,3,1,0,4,11,4,3,2,0
5173025030,강원특별자치도 횡성군 횡성읍 개전리,-,-,-,-,-,-,-,-,-,-,-,-,5,36,19,6,2,5,5,33,11,2,0,0
5173025031,강원특별자치도 횡성군 횡성읍 마산리,-,-,-,-,-,-,-,-,-,-,-,-,3,12,22,7,3,3,5,28,15,5,1,1
5173025032,강원특별자치도 횡성군 횡성읍 조곡리,15,15,0,0,0,0,1,0,1,0,0,0,856,132,82,15,4,4,9,17,5,2,0,0
5173025033,강원특별자치도 횡성군 횡성읍 생운리,-,-,-,-,-,-,-,-,-,-,-,-,0,11,7,4,4,10,4,8,3,1,0,0
5173025034,강원특별자치도 횡성군 횡성읍 남산리,-,-,-,-,-,-,-,-,-,-,-,-,4,5,5,6,1,2,2,6,2,2,1,1
5173025035,강원특별자치도 횡성군 횡성읍 교항리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,2,1,0,0
5173025036,강원특별자치도 횡성군 횡성읍 입석리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,3,0,1,0,4,1,0,0,0
5173025037,강원특별자치도 횡성군 횡성읍 청용리,-,-,-,-,-,-,-,-,-,-,-,-,3,11,12,5,3,1,1,14,10,3,0,0
5173025038,강원특별자치도 횡성군 횡성읍 묵계리,-,-,-,-,-,-,-,-,-,-,-,-,2,8,10,1,0,1,2,9,4,1,0,0
5173025039,강원특별자치도 횡성군 횡성읍 곡교리,-,-,-,-,-,-,-,-,-,-,-,-,1,14,15,3,1,2,1,13,6,4,0,0
5173025040,강원특별자치도 횡성군 횡성읍 모평리,-,-,-,-,-,-,-,-,-,-,-,-,1,18,14,2,0,1,4,20,6,2,0,0
5173025041,강원특별자치도 횡성군 횡성읍 반곡리,1,0,1,1,0,0,-,-,-,-,-,-,6,6,12,7,2,2,8,27,11,2,0,0
5173025042,강원특별자치도 횡성군 횡성읍 갈풍리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,9,5,3,2,1,9,2,3,2,0
5173025043,강원특별자치도 횡성군 횡성읍 학곡리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,7,5,3,3,0,7,4,3,0,0
5173025044,강원특별자치도 횡성군 횡성읍 가담리,-,-,-,-,-,-,2,0,1,0,0,0,3,7,13,6,2,0,8,31,12,5,0,0
5173025045,강원특별자치도 횡성군 횡성읍 추동리,48,8,0,0,0,0,-,-,-,-,-,-,13,15,9,1,1,1,3,16,6,2,1,0
5173025046,강원특별자치도 횡성군 횡성읍 정암리,-,-,-,-,-,-,-,-,-,-,-,-,3,29,33,85,93,47,9,42,13,5,2,1
5173031000,강원특별자치도 횡성군 우천면,9,24,14,12,3,2,5,6,7,4,3,3,43,271,254,166,53,66,94,467,96,33,6,5
5173031021,강원특별자치도 횡성군 우천면 두곡리,1,1,0,0,0,0,1,0,0,1,0,1,2,13,16,14,5,5,11,121,13,4,0,0
5173031022,강원특별자치도 횡성군 우천면 용둔리,0,0,0,6,1,0,3,0,0,0,0,0,7,34,44,34,5,10,4,3,2,4,1,0
5173031023,강원특별자치도 횡성군 우천면 산전리,0,1,2,1,1,1,0,0,1,1,0,1,4,9,19,9,6,9,5,11,6,1,0,0
5173031024,강원특별자치도 횡성군 우천면 상하가리,2,4,2,1,0,0,0,1,1,0,0,0,3,9,10,2,1,0,11,30,11,3,0,0
5173031025,강원특별자치도 횡성군 우천면 정금리,0,2,0,0,0,0,0,0,0,0,0,1,2,17,26,20,5,3,5,16,11,4,1,1
5173031026,강원특별자치도 횡성군 우천면 하궁리,-,-,-,-,-,-,-,-,-,-,-,-,2,13,24,12,6,6,5,18,2,2,1,0
5173031027,강원특별자치도 횡성군 우천면 상대리,0,3,1,0,0,0,-,-,-,-,-,-,3,17,17,6,1,1,2,8,4,0,0,0
5173031028,강원특별자치도 횡성군 우천면 하대리,1,3,2,1,0,0,0,1,0,0,1,1,3,8,8,8,2,8,4,8,5,3,0,0
5173031029,강원특별자치도 횡성군 우천면 오원리,0,0,1,0,0,0,0,1,0,0,0,0,4,14,12,7,5,6,5,4,3,3,0,0
5173031030,강원특별자치도 횡성군 우천면 백달리,-,-,-,-,-,-,0,1,0,0,0,0,3,4,6,17,5,2,0,1,5,3,1,0
5173031031,강원특별자치도 횡성군 우천면 우항리,2,3,1,0,0,0,0,1,1,0,0,0,1,23,14,14,6,2,6,12,7,4,1,0
5173031032,강원특별자치도 횡성군 우천면 양적리,2,4,4,2,1,0,0,1,1,1,0,1,3,44,25,11,3,9,16,81,13,2,1,3
5173031033,강원특별자치도 횡성군 우천면 법주리,1,1,0,0,0,0,-,-,-,-,-,-,3,51,24,7,1,2,6,66,6,0,0,0
5173031034,강원특별자치도 횡성군 우천면 문암리,0,0,1,0,0,0,-,-,-,-,-,-,3,4,3,2,1,3,15,88,7,0,0,0
5173032000,강원특별자치도 횡성군 안흥면,1,12,12,4,1,3,1,3,3,3,2,1,67,88,96,103,85,88,15,152,58,24,5,2
5173032021,강원특별자치도 횡성군 안흥면 안흥리,0,5,3,2,1,3,0,1,0,1,1,1,10,18,22,31,17,17,4,40,18,7,2,1
5173032022,강원특별자치도 횡성군 안흥면 가천리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,6,5,0,0,0,2,3,1,0,0
5173032023,강원특별자치도 횡성군 안흥면 송한리,-,-,-,-,-,-,0,1,1,0,0,0,2,9,6,4,2,5,0,6,1,1,0,0
5173032024,강원특별자치도 횡성군 안흥면 상안리,0,5,3,0,0,0,0,0,0,1,1,0,36,15,9,23,31,13,5,27,5,5,1,0
5173032025,강원특별자치도 횡성군 안흥면 지구리,0,1,1,0,0,0,0,0,1,0,0,0,3,14,16,14,13,20,3,21,9,2,0,0
5173032026,강원특별자치도 횡성군 안흥면 소사리,0,1,6,2,0,0,0,1,1,1,1,0,14,21,25,18,19,29,1,40,17,7,1,1
5173032027,강원특별자치도 횡성군 안흥면 성산리,-,-,-,-,-,-,-,-,-,-,-,-,2,7,12,8,4,4,1,16,5,1,1,0
4790025300,경상북도 예천군 호명읍,23,57,27,3,1,18,18,22,6,8,1,2,105,90,24,6,1,24,159,333,45,6,2,37
4790025321,경상북도 예천군 호명읍 본포리,0,1,0,0,0,1,-,-,-,-,-,-,2,6,0,0,0,1,3,11,2,0,0,1
4790025322,경상북도 예천군 호명읍 원곡리,0,0,0,0,0,4,-,-,-,-,-,-,17,4,0,0,0,4,4,9,1,0,0,5
4790025323,경상북도 예천군 호명읍 송곡리,-,-,-,-,-,-,2,1,1,0,0,0,2,2,0,1,0,0,14,25,1,0,0,1
4790025324,경상북도 예천군 호명읍 금능리,4,15,8,0,0,7,1,1,0,1,0,0,2,4,1,0,0,7,10,23,3,0,0,8
4790025325,경상북도 예천군 호명읍 한어리,0,2,1,0,0,0,3,0,0,2,0,1,1,1,0,1,0,0,7,15,0,0,0,2
4790025326,경상북도 예천군 호명읍 본리,1,1,0,0,0,0,1,5,1,1,0,0,3,6,3,0,0,0,8,17,3,0,0,0
4790025327,경상북도 예천군 호명읍 형호리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,0,0,0,0,14,22,1,0,0,0
4790025328,경상북도 예천군 호명읍 오천리,1,1,0,0,0,0,0,3,0,0,0,0,4,3,1,0,0,2,9,41,6,0,0,2
4790025329,경상북도 예천군 호명읍 백송리,-,-,-,-,-,-,0,1,0,0,0,0,6,6,2,1,0,0,3,14,0,0,0,0
4790025330,경상북도 예천군 호명읍 산합리,12,18,11,2,0,6,-,-,-,-,-,-,1,3,2,1,0,6,14,20,3,0,0,8
4790025331,경상북도 예천군 호명읍 직산리,0,3,2,0,0,0,4,2,0,0,0,0,18,28,5,1,0,0,18,62,15,2,1,1
4790025332,경상북도 예천군 호명읍 황지리,2,3,1,0,0,0,-,-,-,-,-,-,4,3,1,1,0,0,5,5,3,0,0,0
4790025333,경상북도 예천군 호명읍 월포리,-,-,-,-,-,-,3,3,1,2,0,0,7,3,1,0,0,0,4,18,2,0,0,0
4790025334,경상북도 예천군 호명읍 종산리,2,10,2,0,0,0,-,-,-,-,-,-,13,6,0,0,0,0,4,12,1,0,0,0
4790025335,경상북도 예천군 호명읍 내신리,0,2,0,0,0,1,3,4,3,2,1,0,12,6,5,0,0,2,20,18,2,2,0,5
4790025336,경상북도 예천군 호명읍 담암리,0,1,0,0,0,0,1,0,0,0,0,0,13,9,2,0,0,1,21,23,1,0,0,3
5200000000,전북특별자치도,592,2536,2298,1459,817,1130,2024,4365,3521,3471,9627,35150,9443,25968,23991,9749,4246,3242,10863,49207,64074,25635,6315,2536
5211100000,전북특별자치도 전주시완산구,0,9,19,22,13,1,18,48,60,26,14,14,27,81,92,19,11,9,13,84,160,90,28,8
5211110100,전북특별자치도 전주시완산구 중앙동1가,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5219042030,전북특별자치도 남원시 이백면 효기리,0,0,0,1,0,1,0,1,1,2,0,1,1,14,18,3,1,0,2,13,8,2,0,0
5219045000,전북특별자치도 남원시 아영면,2,11,11,11,4,4,12,32,53,16,9,7,85,163,107,69,37,25,12,164,348,208,107,1
5219045021,전북특별자치도 남원시 아영면 아곡리,0,2,1,0,1,0,1,2,3,2,2,0,6,8,12,11,1,0,0,11,12,14,8,0
5219045022,전북특별자치도 남원시 아영면 봉대리,0,3,2,1,1,0,2,7,7,0,0,2,11,11,14,4,1,1,1,14,30,3,10,1
5219045023,전북특별자치도 남원시 아영면 인풍리,0,0,0,2,0,0,5,1,3,0,0,0,2,8,3,2,1,0,1,8,23,9,7,0
5219045024,전북특별자치도 남원시 아영면 갈계리,0,1,1,0,0,0,0,2,2,1,0,0,4,7,3,1,2,1,0,15,12,18,6,0
5219045025,전북특별자치도 남원시 아영면 청계리,0,1,1,0,0,0,1,6,8,1,0,0,1,8,3,0,0,0,2,7,7,7,5,0
5219045026,전북특별자치도 남원시 아영면 월산리,0,0,1,1,1,0,0,2,6,4,0,2,3,10,11,6,3,5,1,25,22,2,0,0
5219045027,전북특별자치도 남원시 아영면 성리,0,0,1,1,0,2,1,2,3,3,2,1,8,16,7,10,12,8,1,24,50,42,19,0
5219045028,전북특별자치도 남원시 아영면 구상리,-,-,-,-,-,-,0,1,2,0,0,0,1,13,11,5,3,3,1,9,23,2,0,0
5219045029,전북특별자치도 남원시 아영면 일대리,0,1,1,0,0,0,1,3,9,3,1,0,8,26,8,12,4,1,2,8,49,97,16,0
