acid_Fachs1_Area,acid_Fachs2_Area,acid_Fachs3_Area,acid_Fachs4_Area,acid_Fachs5_Area,acid_Fachs6_Area,acid_Fruit1_Area,acid_Fruit2_Area,acid_Fruit3_Area,acid_Fruit4_Area,acid_Fruit5_Area,acid_Fruit6_Area,acid_Pfld1_Area,acid_Pfld2_Area,acid_Pfld3_Area,acid_Pfld4_Area,acid_Pfld5_Area,acid_Pfld6_Area,acid_Rfld1_Area,acid_Rfld2_Area,acid_Rfld3_Area,acid_Rfld4_Area,acid_Rfld5_Area,acid_Rfld6_Area,bjd_Nm,stdg_Cd
-,-,-,-,-,-,0,1,0,1,1,0,0,2,6,8,17,15,0,0,2,2,2,0,충청남도 아산시 영인면 상성리,4420037022
0,0,0,1,3,1,0,0,0,3,0,4,1,4,5,8,9,14,0,13,47,43,34,8,충청남도 아산시 영인면 신운리,4420037025
0,0,0,1,1,2,0,0,0,0,0,2,0,0,2,4,3,8,0,0,22,35,24,24,충청남도 아산시 염치읍 석정리,4420025030
0,0,0,0,1,1,0,1,1,1,3,3,0,3,6,9,11,15,0,0,4,9,3,3,충청남도 아산시 염치읍 백암리,4420025033
0,0,0,1,2,6,-,-,-,-,-,-,0,1,3,3,6,6,0,3,10,10,5,2,충청남도 아산시 송악면 역촌리,4420031021
-,-,-,-,-,-,0,0,0,0,1,2,0,1,2,2,5,6,0,2,12,21,14,5,충청남도 아산시 송악면 외암리,4420031023
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,충청남도 아산시 송악면 궁평리,4420031026
0,0,0,0,1,4,0,4,0,0,0,0,1,2,2,3,3,3,0,0,2,5,5,1,충청남도 아산시 송악면 송학리,4420031028
-,-,-,-,-,-,0,7,0,0,0,0,0,16,5,5,8,18,0,0,2,4,4,2,충청남도 아산시 송악면 동화리,4420031033
-,-,-,-,-,-,-,-,-,-,-,-,4,23,14,4,5,3,0,0,5,18,3,3,충청북도 괴산군 문광면 대명리,4376035023
-,-,-,-,-,-,0,0,0,0,0,2,14,20,11,3,7,12,0,0,1,18,1,2,충청북도 괴산군 문광면 양곡리,4376035027
0,0,0,0,1,0,-,-,-,-,-,-,4,12,15,7,6,5,0,0,10,2,2,1,충청북도 괴산군 문광면 흑석리,4376035029
-,-,-,-,-,-,-,-,-,-,-,-,0,3,7,3,3,2,0,0,4,5,1,1,충청북도 괴산군 청천면 청천리,4376036021
0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,2,0,0,0,1,5,0,전라남도 담양군 수북면 수북리,4671040034
-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,7,4,8,0,1,7,21,4,2,경기도 파주시 파평면 덕천리,4148036021
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,5,12,7,0,4,7,18,9,1,경기도 파주시 파평면 율곡리,4148036024
-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,9,7,12,0,4,32,94,48,6,경기도 파주시 적성면 장좌리,4148037022
-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,6,11,11,0,0,5,9,2,1,경기도 파주시 적성면 구읍리,4148037024
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,5,2,0,0,1,0,0,0,경기도 파주시 적성면 무건리,4148037027
-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,102,9,11,3,8,5,10,5,5,경기도 파주시 적성면 식현리,4148037030
-,-,-,-,-,-,-,-,-,-,-,-,2,1,7,11,6,8,0,0,1,6,1,0,경기도 파주시 적성면 적암리,4148037033
-,-,-,-,-,-,-,-,-,-,-,-,0,0,4,11,22,28,0,1,10,44,47,9,경기도 파주시 적성면 자장리,4148037036
-,-,-,-,-,-,-,-,-,-,-,-,0,16,6,15,14,12,1,9,55,48,42,14,경기도 파주시 군내면 백연리,4148038021
-,-,-,-,-,-,-,-,-,-,-,-,1,27,44,23,20,13,53,2,40,78,49,6,경기도 파주시 장단면,4148039000
-,-,-,-,-,-,-,-,-,-,-,-,0,6,6,7,7,1,52,2,32,62,35,3,경기도 파주시 장단면 거곡리,4148039023
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,경기도 파주시 장단면 강정리,4148039026
-,-,-,-,-,-,-,-,-,-,-,-,5,11,52,82,65,26,13,2,29,76,27,9,경기도 파주시 진동면,4148040000
-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,1,1,1,0,0,2,11,13,2,충청남도 서산시 해미면 관유리,4421039028
-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,6,7,6,0,0,5,20,12,6,충청남도 서산시 해미면 반양리,4421039031
0,0,0,8,10,10,-,-,-,-,-,-,0,4,5,4,1,5,0,0,1,8,14,8,충청남도 서산시 해미면 억대리,4421039034
0,0,0,0,0,2,-,-,-,-,-,-,0,0,1,1,1,0,0,1,3,6,11,5,충청남도 서산시 해미면 응평리,4421039036
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,13,12,57,53,84,충청남도 서산시 해미면 석포리,4421039040
-,-,-,-,-,-,-,-,-,-,-,-,6,4,9,3,6,1,0,0,8,16,18,8,충청남도 서산시 고북면 신송리,4421040022
-,-,-,-,-,-,0,1,0,0,1,0,2,8,6,6,16,7,0,0,7,22,24,17,충청남도 서산시 고북면 용암리,4421040025
-,-,-,-,-,-,-,-,-,-,-,-,4,6,11,10,9,11,1,8,54,104,112,69,충청남도 서산시 고북면 남정리,4421040028
-,-,-,-,-,-,0,1,0,0,0,22,16,16,20,15,15,17,0,0,14,77,84,128,충청남도 서산시 고북면 정자리,4421040031
-,-,-,-,-,-,0,1,0,1,0,0,5,4,8,11,21,12,17,130,277,332,260,495,충청남도 서산시 고북면 사기리,4421040033
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,충청남도 논산시 반월동,4423010200
0,0,0,1,1,0,-,-,-,-,-,-,17,0,0,1,0,0,4,0,4,5,3,3,충청남도 논산시 취암동,4423010500
-,-,-,-,-,-,3,0,0,0,1,0,16,15,9,20,122,16,25,29,58,94,181,245,전라남도 완도군 약산면,4689034000
-,-,-,-,-,-,0,0,0,0,1,0,5,4,3,6,10,6,1,10,14,32,78,121,전라남도 완도군 약산면 관산리,4689034023
-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,3,5,6,0,0,12,6,8,2,전라남도 완도군 청산면 도청리,4689035021
-,-,-,-,-,-,-,-,-,-,-,-,1,2,5,12,15,11,0,1,6,10,8,1,전라남도 완도군 청산면 부흥리,4689035025
-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,6,2,0,0,2,2,1,0,전라남도 완도군 청산면 국산리,4689035030
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,전라남도 완도군 청산면 여서리,4689035033
-,-,-,-,-,-,-,-,-,-,-,-,3,11,16,2,3,0,0,0,0,0,0,2,전라남도 완도군 소안면 비자리,4689036021
-,-,-,-,-,-,0,0,0,0,0,1,7,4,7,23,9,5,0,1,3,16,23,15,전라남도 완도군 소안면 진산리,4689036025
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,1,전라남도 완도군 소안면 횡간리,4689036028
-,-,-,-,-,-,-,-,-,-,-,-,5,19,17,21,14,5,-,-,-,-,-,-,전라남도 완도군 보길면 중통리,4689038021
-,-,-,-,-,-,0,0,7,2,2,0,10,26,18,12,9,12,-,-,-,-,-,-,전라남도 완도군 보길면 정자리,4689038024
0,0,0,0,0,1,1,2,3,7,9,38,1,0,0,1,4,8,0,0,3,5,11,6,경상북도 의성군 금성면 명덕리,4773037045
0,0,0,0,0,5,0,25,2,2,5,96,0,0,3,5,2,5,0,0,0,1,1,2,경상북도 의성군 금성면 산운리,4773037049
-,-,-,-,-,-,0,3,1,6,18,30,4,8,9,9,13,13,0,0,0,1,2,1,경상북도 의성군 봉양면 풍리리,4773038036
-,-,-,-,-,-,0,0,0,0,0,1,5,3,3,2,6,4,0,0,1,0,0,0,경상북도 의성군 봉양면 도원리,4773038039
-,-,-,-,-,-,-,-,-,-,-,-,2,3,13,2,1,4,0,0,0,1,0,0,경상북도 의성군 봉양면 구미리,4773038042
-,-,-,-,-,-,0,1,1,2,2,10,2,4,4,5,9,5,0,0,0,0,0,2,경상북도 의성군 봉양면 문흥리,4773038044
-,-,-,-,-,-,2,0,3,2,4,17,4,5,6,9,11,13,0,2,2,9,8,3,경상북도 의성군 비안면 서부리,4773039036
-,-,-,-,-,-,0,0,0,1,10,10,0,3,2,3,4,7,0,2,3,3,5,3,경상북도 의성군 비안면 외곡리,4773039041
0,0,0,0,1,1,0,0,1,4,6,11,0,1,1,4,7,5,0,0,0,3,6,0,경상북도 의성군 비안면 현산리,4773039043
-,-,-,-,-,-,0,0,0,2,0,9,1,3,0,3,4,9,0,1,0,5,8,5,경상북도 의성군 비안면 화신리,4773039045
-,-,-,-,-,-,0,4,8,7,12,63,3,9,13,10,14,16,0,1,3,8,9,4,경상북도 의성군 비안면 장춘리,4773039048
-,-,-,-,-,-,0,2,2,3,7,27,0,1,1,0,4,1,0,0,1,0,0,0,경상북도 의성군 구천면 조성리,4773040033
0,0,0,2,1,3,1,1,0,0,0,0,0,1,1,0,2,6,0,3,28,9,4,4,경기도 안성시 가사동,4155012600
-,-,-,-,-,-,0,0,2,2,0,10,0,0,0,1,1,1,0,0,2,1,0,0,경기도 안성시 신소현동,4155012900
0,0,0,0,1,8,0,1,1,1,2,3,0,0,0,1,1,4,0,0,6,12,5,1,경기도 안성시 발화동,4155013200
0,0,1,1,0,6,-,-,-,-,-,-,0,0,1,1,3,3,0,2,169,143,47,6,경기도 안성시 공도읍 중복리,4155025024
0,0,2,1,3,6,1,0,0,0,0,3,0,0,1,2,2,6,0,30,308,135,30,5,경기도 안성시 공도읍 건천리,4155025027
0,1,0,0,2,10,1,10,5,1,8,64,0,3,36,22,34,133,0,2,109,31,29,19,경기도 안성시 공도읍 만정리,4155025029
-,-,-,-,-,-,0,0,0,0,1,1,0,1,3,4,4,2,0,2,6,15,51,58,경기도 안성시 보개면 적가리,4155031021
-,-,-,-,-,-,0,0,1,0,3,7,0,8,1,2,3,4,0,0,1,2,1,1,경기도 안성시 보개면 불현리,4155031029
-,-,-,-,-,-,-,-,-,-,-,-,0,0,10,1,4,2,0,0,2,3,1,1,경기도 안성시 보개면 곡천리,4155031032
-,-,-,-,-,-,1,0,0,0,3,2,0,0,1,3,4,8,1,2,6,9,16,5,경기도 안성시 보개면 가율리,4155031035
0,0,0,0,1,1,-,-,-,-,-,-,1,1,4,5,8,9,1,1,10,23,18,4,경기도 안성시 보개면 동평리,4155031037
0,1,2,2,3,1,0,0,0,0,0,1,0,0,1,2,4,10,0,1,12,11,8,1,경기도 안성시 보개면 북가현리,4155031039
0,0,0,0,1,0,-,-,-,-,-,-,0,0,0,1,2,1,0,6,51,18,16,13,충청남도 서천군 한산면 온동리,4477034037
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,2,0,10,85,97,38,42,충청남도 서천군 한산면 신성리,4477034040
0,0,0,0,0,1,1,20,1,0,0,0,1,2,4,1,3,2,0,6,44,8,9,1,충청남도 서천군 마산면 안당리,4477035021
0,1,1,1,2,3,2,6,0,0,0,0,1,2,2,2,2,4,0,0,21,8,4,1,충청남도 서천군 마산면 신장리,4477035023
0,0,0,0,1,0,0,11,13,0,0,0,0,0,2,1,3,1,0,1,15,6,4,2,충청남도 서천군 마산면 요곡리,4477035026
0,0,1,2,3,3,0,3,5,0,0,0,0,0,0,2,3,2,0,5,22,6,3,1,충청남도 서천군 마산면 신봉리,4477035028
0,0,0,0,1,1,0,9,5,0,0,0,0,0,1,1,1,1,0,0,42,6,2,0,충청남도 서천군 마산면 시선리,4477035031
0,0,1,0,0,1,0,13,3,1,0,1,1,4,2,2,2,1,0,12,49,8,4,1,충청남도 서천군 마산면 이사리,4477035034
0,1,1,1,1,3,0,8,0,1,0,0,3,10,19,23,30,26,0,44,418,361,154,52,충청남도 서천군 시초면,4477036000
-,-,-,-,-,-,-,-,-,-,-,-,0,2,2,1,2,1,0,4,21,31,22,6,충청남도 서천군 시초면 선동리,4477036022
-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,2,2,1,0,11,117,76,44,16,충청남도 서천군 시초면 선암리,4477036023
-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,2,3,3,0,4,42,67,31,12,충청남도 서천군 시초면 신흥리,4477036024
-,-,-,-,-,-,-,-,-,-,-,-,0,15,6,5,7,1,-,-,-,-,-,-,전라남도 목포시 석현동,4611016000
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,전라남도 목포시 옥암동,4611016400
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,전라남도 여수시 관문동,4613010400
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,전라남도 여수시 중앙동,4613010700
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,전라남도 여수시 국동,4613011700
-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,-,-,-,-,-,-,전라남도 여수시 문수동,4613012000
-,-,-,-,-,-,0,1,0,0,0,0,-,-,-,-,-,-,0,1,0,0,0,0,전라남도 여수시 오천동,4613012400
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,전라남도 여수시 안산동,4613013000
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,전라남도 여수시 신기동,4613013300
0,1,1,3,8,20,0,0,0,1,1,0,5,4,1,3,2,2,0,0,2,3,5,3,경상남도 하동군 옥종면 청룡리,4885041021
0,1,9,39,47,87,0,0,2,3,13,11,1,8,5,3,2,8,0,1,2,2,2,1,경상남도 하동군 옥종면 두양리,4885041023
0,0,2,5,5,7,-,-,-,-,-,-,1,5,2,2,0,0,0,1,1,1,1,0,경상남도 하동군 옥종면 종화리,4885041024
0,0,1,4,7,21,0,1,2,0,0,0,0,2,2,1,0,0,0,0,3,1,2,1,경상남도 하동군 옥종면 안계리,4885041026
1,3,5,5,9,10,0,0,1,2,1,2,0,0,0,0,1,0,0,1,3,1,4,2,경상남도 하동군 옥종면 병천리,4885041027
0,0,3,2,9,20,0,1,1,0,0,0,1,3,2,2,3,3,0,4,10,12,20,11,경상남도 하동군 옥종면 대곡리,4885041029
0,0,0,1,0,0,-,-,-,-,-,-,2,4,3,2,2,5,0,3,11,8,11,5,경상남도 하동군 옥종면 정수리,4885041031
-,-,-,-,-,-,0,0,1,1,2,7,15,11,8,2,1,2,-,-,-,-,-,-,충청북도 보은군 회남면 조곡리,4372037023
-,-,-,-,-,-,-,-,-,-,-,-,4,7,13,1,2,2,0,0,0,1,1,0,충청북도 보은군 회남면 신추리,4372037028
-,-,-,-,-,-,0,0,0,0,1,2,12,13,10,2,5,5,0,0,1,1,1,1,충청북도 보은군 회남면 분저리,4372037031
-,-,-,-,-,-,0,0,0,0,1,1,0,2,0,0,0,0,-,-,-,-,-,-,충청북도 보은군 회남면 매산리,4372037034
0,0,0,0,1,2,-,-,-,-,-,-,3,1,7,8,6,4,0,1,8,12,12,6,전라남도 순천시 별량면 송학리,4615039023
-,-,-,-,-,-,-,-,-,-,-,-,6,18,12,5,4,4,0,2,30,46,72,46,전라남도 순천시 별량면 무풍리,4615039029
-,-,-,-,-,-,0,4,7,6,0,3,10,15,5,3,1,4,0,6,25,38,56,61,전라남도 순천시 별량면 동송리,4615039031
-,-,-,-,-,-,-,-,-,-,-,-,20,9,10,5,1,1,0,2,25,42,47,47,전라남도 순천시 별량면 구룡리,4615039034
-,-,-,-,-,-,-,-,-,-,-,-,6,56,55,5,2,101,0,6,26,17,8,60,전라남도 순천시 별량면 금치리,4615039037
-,-,-,-,-,-,4,13,7,5,1,8,5,10,4,6,8,3,0,2,8,21,12,5,전라남도 순천시 상사면 응령리,4615040022
0,0,0,1,1,4,-,-,-,-,-,-,0,1,2,2,7,4,0,5,52,28,4,1,경기도 가평군 가평읍 하색리,4182025024
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,2,3,-,-,-,-,-,-,경기도 광명시 광명동,4121010100
-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,4,17,0,0,0,0,1,3,경기도 광명시 노온사동,4121010500
0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,3,2,1,경기도 평택시 장당동,4122010200
-,-,-,-,-,-,0,0,5,1,6,13,3,0,0,0,0,1,0,0,1,2,2,0,경기도 평택시 칠원동,4122010500
0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,1,4,2,1,경기도 평택시 장안동,4122010800
0,0,0,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,1,경기도 평택시 독곡동,4122011100
-,-,-,-,-,-,1,0,1,1,1,4,0,0,0,1,0,0,0,2,34,75,70,29,경기도 평택시 유천동,4122011600
1,0,0,1,1,2,0,4,5,3,5,15,0,2,7,5,7,10,0,2,2,1,0,0,충청북도 영동군 매곡면 옥전리,4374034024
0,0,1,1,1,3,0,1,2,1,3,7,0,1,1,3,6,9,0,3,7,3,0,0,충청북도 영동군 매곡면 수원리,4374034027
-,-,-,-,-,-,1,4,1,3,6,6,0,2,5,3,1,6,0,2,3,0,0,0,충청북도 영동군 상촌면 돈대리,4374035022
-,-,-,-,-,-,0,0,0,0,0,4,0,1,1,2,4,2,-,-,-,-,-,-,충청북도 영동군 상촌면 고자리,4374035025
-,-,-,-,-,-,0,0,0,1,0,1,6,2,2,1,1,1,0,3,12,20,6,0,충청북도 영동군 상촌면 물한리,4374035027
-,-,-,-,-,-,0,0,6,2,1,18,0,16,6,3,2,14,0,1,5,7,1,0,충청북도 영동군 상촌면 대해리,4374035028
-,-,-,-,-,-,0,1,1,4,6,10,2,4,5,4,4,4,0,1,13,3,2,0,충청북도 영동군 상촌면 유곡리,4374035031
-,-,-,-,-,-,2,4,7,8,10,21,0,2,5,3,13,24,0,0,0,0,1,0,충청북도 영동군 양강면 가동리,4374036022
-,-,-,-,-,-,0,2,6,13,20,90,0,3,6,11,23,173,-,-,-,-,-,-,충청북도 영동군 양강면 죽촌리,4374036024
-,-,-,-,-,-,1,1,2,4,3,10,2,8,7,7,10,18,0,3,5,4,5,1,충청북도 영동군 양강면 만계리,4374036029
-,-,-,-,-,-,0,1,4,3,3,5,1,3,4,9,7,11,1,6,6,6,2,2,충청북도 영동군 양강면 두평리,4374036031
-,-,-,-,-,-,-,-,-,-,-,-,2,3,5,4,7,3,0,0,3,26,23,4,충청남도 예산군 광시면 장전리,4481033031
-,-,-,-,-,-,-,-,-,-,-,-,6,7,7,8,6,7,0,0,5,14,14,3,충청남도 예산군 광시면 서초정리,4481033033
-,-,-,-,-,-,0,0,0,0,0,11,0,1,3,2,3,5,0,2,11,28,31,9,충청남도 예산군 광시면 용두리,4481033036
-,-,-,-,-,-,0,0,0,1,5,39,3,5,4,4,8,4,0,2,32,66,42,18,충청남도 예산군 광시면 시목리,4481033038
-,-,-,-,-,-,0,0,0,0,1,0,0,1,44,23,22,43,0,0,1,1,1,1,충청남도 예산군 대흥면 상중리,4481034022
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,1,1,1,0,충청남도 예산군 대흥면 대야리,4481034025
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,2,0,-,-,-,-,-,-,충청남도 예산군 대흥면 노동리,4481034027
-,-,-,-,-,-,0,0,0,0,1,0,2,0,3,1,0,1,1,1,1,5,7,4,충청남도 예산군 대흥면 탄방리,4481034030
0,0,0,0,1,0,-,-,-,-,-,-,1,2,3,3,3,5,0,0,7,11,8,3,충청남도 예산군 대흥면 갈신리,4481034033
-,-,-,-,-,-,0,0,1,1,1,22,2,2,4,6,15,2,0,0,1,3,1,1,충청남도 예산군 응봉면 지석리,4481035022
-,-,-,-,-,-,0,0,0,0,0,2,3,2,6,4,4,6,0,0,1,4,6,3,충청남도 예산군 응봉면 건지화리,4481035023
-,-,-,-,-,-,0,0,1,1,1,3,1,3,7,2,4,5,1,0,1,10,20,6,충청남도 홍성군 은하면 대천리,4480035021
0,0,0,0,1,2,-,-,-,-,-,-,0,1,2,4,5,9,1,0,6,27,7,1,충청남도 홍성군 은하면 대율리,4480035024
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,2,1,1,0,8,10,25,2,충청남도 홍성군 은하면 목현리,4480035027
-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,2,2,1,1,0,8,8,23,10,충청남도 홍성군 은하면 덕실리,4480035029
-,-,-,-,-,-,-,-,-,-,-,-,0,8,21,9,15,7,5,0,12,25,29,13,충청남도 홍성군 결성면 성남리,4480036023
0,2,5,2,2,0,-,-,-,-,-,-,1,4,3,2,4,1,1,2,36,30,3,1,충청북도 괴산군 청천면 강평리,4376036024
0,0,1,0,2,1,-,-,-,-,-,-,0,11,23,11,7,14,0,0,16,7,4,14,충청북도 괴산군 청천면 평단리,4376036026
-,-,-,-,-,-,-,-,-,-,-,-,1,12,10,4,3,0,1,0,8,1,1,0,충청북도 괴산군 청천면 사담리,4376036029
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,1,0,1,8,12,17,2,경기도 파주시 법원읍 대능리,4148025625
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,3,2,0,0,1,6,4,2,경기도 파주시 법원읍 직천리,4148025628
-,-,-,-,-,-,0,0,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,광주광역시 서구 화정동,2914011900
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0,0,1,0,0,0,0,광주광역시 서구 풍암동,2914012800
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,0,-,-,-,-,-,-,광주광역시 남구 덕남동,2915510900
0,0,0,0,0,2,-,-,-,-,-,-,0,2,0,0,0,0,1,2,13,8,5,1,광주광역시 남구 압촌동,2915512100
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,2,0,1,1,10,2,2,0,광주광역시 남구 양과동,2915512600
0,0,1,5,9,7,-,-,-,-,-,-,1,0,0,0,0,0,22,3,18,12,4,3,광주광역시 남구 월성동,2915513000
0,0,0,0,1,0,-,-,-,-,-,-,10,16,19,12,7,6,0,0,7,23,46,19,충청남도 서산시 음암면 율목리,4421037024
0,0,0,1,2,6,0,0,0,0,2,15,9,29,35,31,34,40,0,2,14,30,35,20,충청남도 서산시 음암면 신장리,4421037027
0,0,0,0,1,0,1,0,0,1,2,3,0,1,2,1,1,2,4,5,46,78,59,45,경기도 시흥시 도창동,4139010900
-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,0,1,7,2,39,89,123,151,경기도 시흥시 하중동,4139011900
-,-,-,-,-,-,0,0,0,0,0,1,0,0,1,1,2,6,2,0,1,2,0,2,경기도 시흥시 산현동,4139012300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,3,5,7,경기도 시흥시 목감동,4139012600
-,-,-,-,-,-,0,0,0,1,0,0,0,0,0,0,0,1,7,1,21,45,86,49,경기도 시흥시 장현동,4139012900
0,0,0,0,0,1,-,-,-,-,-,-,2,3,5,4,6,8,0,0,0,1,0,1,경기도 군포시 도마교동,4141010900
-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,2,-,-,-,-,-,-,경기도 의왕시 고천동,4143010100
-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,4,4,12,-,-,-,-,-,-,경기도 의왕시 오전동,4143010500
-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,1,2,12,-,-,-,-,-,-,경기도 의왕시 청계동,4143010800
0,0,0,1,0,2,-,-,-,-,-,-,0,1,2,2,1,10,-,-,-,-,-,-,경기도 하남시 하산곡동,4145010200
0,0,0,0,0,5,-,-,-,-,-,-,0,2,5,8,6,27,-,-,-,-,-,-,경기도 하남시 상사창동,4145012000
0,0,0,0,1,1,0,0,0,1,2,0,0,4,20,6,9,11,0,1,2,5,1,1,충청북도 음성군 원남면 보천리,4377032021
0,0,0,0,4,8,0,0,0,0,1,2,0,7,21,11,3,5,0,0,3,4,3,0,충청북도 음성군 원남면 하당리,4377032025
-,-,-,-,-,-,0,0,0,0,0,2,0,6,14,6,5,11,0,0,2,2,1,0,충청북도 음성군 원남면 구안리,4377032028
0,0,1,0,4,2,-,-,-,-,-,-,12,15,7,3,2,14,0,0,7,5,1,0,충청북도 음성군 원남면 삼용리,4377032032
2,3,12,20,56,60,0,0,0,0,1,6,11,49,52,52,49,63,1,10,65,60,33,18,충청북도 음성군 맹동면,4377033000
0,0,2,4,13,11,-,-,-,-,-,-,3,6,9,7,13,8,0,2,6,7,6,2,충청북도 음성군 맹동면 마산리,4377033023
1,1,5,6,12,16,-,-,-,-,-,-,2,8,4,10,4,10,1,5,23,22,11,6,충청북도 음성군 맹동면 용촌리,4377033025
-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,0,1,-,-,-,-,-,-,충청북도 음성군 맹동면 군자리,4377033030
0,0,0,0,0,2,-,-,-,-,-,-,0,0,2,1,0,0,0,5,40,25,2,5,충청북도 음성군 대소면 오산리,4377034021
0,0,1,1,7,10,0,0,1,2,1,16,7,28,21,14,33,30,0,1,14,13,18,12,충청북도 음성군 대소면 성본리,4377034024
0,1,3,2,5,2,-,-,-,-,-,-,5,28,63,15,21,14,1,4,31,13,5,1,충청북도 음성군 대소면 삼정리,4377034027
0,1,1,3,2,11,2,0,1,0,1,1,9,6,6,8,6,8,0,5,38,16,8,3,충청북도 음성군 대소면 미곡리,4377034028
-,-,-,-,-,-,0,0,5,4,7,7,1,2,3,2,4,2,0,0,0,0,1,2,경기도 양평군 용문면 연수리,4183040025
-,-,-,-,-,-,0,0,0,0,0,1,0,1,2,1,1,0,0,1,2,2,1,0,경기도 이천시 마장면 양촌리,4150034022
-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,0,1,3,5,2,1,경기도 이천시 마장면 회억리,4150034024
0,0,1,2,9,22,-,-,-,-,-,-,1,4,3,1,1,2,0,5,5,8,6,0,경기도 이천시 마장면 덕평리,4150034030
-,-,-,-,-,-,-,-,-,-,-,-,2,5,1,1,1,1,1,2,5,6,2,0,경기도 이천시 마장면 작촌리,4150034033
3,0,0,0,0,0,-,-,-,-,-,-,1,2,4,3,8,9,0,3,2,3,9,2,경기도 이천시 대월면 사동리,4150035026
0,0,0,0,2,4,-,-,-,-,-,-,8,1,6,4,7,11,1,5,8,12,10,8,경기도 이천시 대월면 대대리,4150035027
1,0,1,1,1,0,0,0,1,0,0,1,13,17,9,15,6,11,0,11,42,37,22,8,경기도 이천시 대월면 구시리,4150035030
-,-,-,-,-,-,0,1,1,1,8,5,6,4,5,7,6,8,0,1,6,7,8,5,경기도 이천시 대월면 장평리,4150035033
-,-,-,-,-,-,0,0,1,0,0,1,12,5,9,3,13,0,3,7,6,6,6,6,경기도 이천시 모가면 진가리,4150036021
-,-,-,-,-,-,1,0,0,0,0,0,12,15,12,9,10,4,0,1,8,11,5,3,경기도 이천시 모가면 송곡리,4150036024
0,0,1,1,2,1,0,0,0,0,0,2,10,5,8,11,1,7,0,6,8,8,10,8,경기도 이천시 모가면 원두리,4150036027
-,-,-,-,-,-,-,-,-,-,-,-,0,3,4,7,11,10,0,0,0,0,0,3,충청북도 단양군 어상천면 방북리,4380034026
-,-,-,-,-,-,0,0,0,1,1,4,0,0,1,4,5,33,0,0,0,1,3,5,충청북도 단양군 적성면 하리,4380035023
