bjd_Nm,stdg_Cd,vldpha_Fachs1_Area,vldpha_Fachs2_Area,vldpha_Fachs3_Area,vldpha_Fachs4_Area,vldpha_Fachs5_Area,vldpha_Fachs6_Area,vldpha_Fruit1_Area,vldpha_Fruit2_Area,vldpha_Fruit3_Area,vldpha_Fruit4_Area,vldpha_Fruit5_Area,vldpha_Fruit6_Area,vldpha_Pfld1_Area,vldpha_Pfld2_Area,vldpha_Pfld3_Area,vldpha_Pfld4_Area,vldpha_Pfld5_Area,vldpha_Pfld6_Area,vldpha_Rfld1_Area,vldpha_Rfld2_Area,vldpha_Rfld3_Area,vldpha_Rfld4_Area,vldpha_Rfld5_Area,vldpha_Rfld6_Area
충청북도 음성군 생극면 차곡리,4377036030,-,-,-,-,-,-,0,0,0,0,0,1,1,1,21,1,1,9,2,3,1,2,0,1
충청북도 음성군 생극면 오생리,4377036031,0,1,0,1,0,0,2,0,0,0,0,0,2,1,1,3,1,7,5,9,2,0,0,0
충청북도 괴산군 청천면 지경리,4376036039,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,2,1,22,0,1,5,4,4,3
충청북도 괴산군 청천면 덕평리,4376036040,0,0,0,0,0,2,1,0,0,0,0,0,3,4,3,4,3,36,10,12,4,1,0,0
충청북도 괴산군 청천면 지촌리,4376036042,-,-,-,-,-,-,0,1,0,0,0,3,5,7,6,5,6,30,9,1,1,3,0,0
충청북도 괴산군 청천면 운교리,4376036043,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,3,24,4,4,5,1,2,0
충청북도 음성군 삼성면 대야리,4377035032,0,0,0,0,0,3,0,0,0,0,0,23,2,1,2,1,1,9,71,23,1,3,10,4
충청북도 음성군 대소면 삼호리,4377034029,1,3,3,2,2,19,0,0,0,0,0,8,2,7,3,4,3,32,44,66,27,6,0,3
충청북도 음성군 대소면 오류리,4377034031,1,3,2,3,1,5,3,1,0,0,0,32,4,4,5,7,7,70,34,69,19,1,0,1
경상북도 영덕군 영덕읍,4777025000,3,4,7,4,4,10,6,3,7,12,11,179,11,10,18,15,12,123,53,42,36,23,19,45
경상북도 영덕군 영덕읍 구미리,4777025021,0,0,0,0,1,4,2,1,4,1,1,58,0,0,1,1,1,14,2,2,1,1,1,3
경상북도 영덕군 달산면 대지리,4777033032,4,10,2,0,0,0,1,2,1,3,1,70,2,1,2,2,1,21,5,22,13,2,1,0
경상북도 영덕군 달산면 용평리,4777033033,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,2,17,1,5,3,2,0,0
경상북도 영덕군 달산면 매일리,4777033034,1,3,1,0,0,0,1,0,0,0,0,1,9,2,1,1,4,32,3,6,5,3,0,2
경상북도 의성군 단촌면 관덕리,4773031033,-,-,-,-,-,-,0,0,2,0,0,18,0,0,0,1,2,34,0,0,0,0,0,7
경상북도 의성군 의성읍 팔성리,4773025029,-,-,-,-,-,-,0,1,1,0,0,3,1,1,2,3,3,18,0,0,0,1,0,5
경상북도 의성군 의성읍 용연리,4773025030,-,-,-,-,-,-,1,0,0,0,2,20,1,1,2,2,2,14,0,0,1,1,1,8
경상북도 의성군 의성읍 철파리,4773025032,-,-,-,-,-,-,1,4,1,0,1,13,1,3,1,1,1,17,0,1,1,1,1,7
경상북도 청송군 청송읍 덕리,4775025022,-,-,-,-,-,-,0,0,0,0,1,9,1,1,3,3,5,52,7,3,5,5,3,1
경상북도 청송군 청송읍 청운리,4775025024,-,-,-,-,-,-,0,1,4,3,1,21,4,3,4,2,3,47,32,32,11,5,1,2
경상북도 청송군 청송읍 송생리,4775025025,0,0,0,0,0,1,2,3,9,2,4,71,0,0,1,1,3,24,16,14,9,14,3,3
경상북도 청송군 청송읍 거대리,4775025027,-,-,-,-,-,-,0,0,0,0,1,11,0,2,1,2,4,31,12,11,3,1,1,0
경상남도 의령군 용덕면 와요리,4872035023,-,-,-,-,-,-,-,-,-,-,-,-,3,2,0,0,7,3,0,1,0,0,0,0
경상남도 의령군 용덕면 가락리,4872035024,0,0,0,1,0,0,-,-,-,-,-,-,2,0,1,0,0,3,0,2,0,1,2,2
경상남도 의령군 용덕면 신촌리,4872035026,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,0,2,14,0,1,0,2,0,0
경상남도 의령군 용덕면 교암리,4872035027,1,0,0,0,0,2,0,0,0,0,0,1,4,0,2,0,0,19,1,1,0,0,0,0
경상남도 의령군 가례면 봉두리,4872031029,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,1,8,6,1,2,3,3,3
경상남도 창녕군 이방면 상리,4874034026,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,2,12,0,2,4,0,0,0
경상남도 창녕군 이방면 옥천리,4874034028,-,-,-,-,-,-,0,0,0,0,1,0,2,2,1,3,7,25,2,0,3,21,1,0
경상남도 창녕군 이방면 초곡리,4874034029,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,5,5,37,0,1,8,1,2,1
경상남도 창녕군 이방면 송곡리,4874034031,0,0,0,0,0,1,3,0,0,1,0,2,2,1,0,0,2,1,0,1,2,1,1,0
경상남도 창녕군 이방면 등림리,4874034033,0,0,0,0,1,1,3,0,0,0,0,1,10,0,3,2,2,13,0,3,4,3,0,0
경상남도 창녕군 유어면,4874035000,0,0,1,1,4,18,5,9,8,11,10,208,10,14,35,41,66,295,0,36,380,269,10,42
경상북도 영양군 수비면 수하리,4776034030,-,-,-,-,-,-,1,0,0,0,0,3,7,9,11,10,10,145,18,15,12,6,3,12
경상북도 영양군 수비면 발리리,4776034031,1,0,0,0,0,1,0,0,0,1,0,12,12,3,3,2,2,48,18,19,7,2,1,4
경상북도 영양군 수비면 죽파리,4776034033,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,2,1,33,3,9,6,4,1,1
경상북도 영양군 수비면 계리,4776034035,0,0,0,0,1,0,2,1,0,0,0,10,3,4,4,6,8,123,8,13,10,5,6,12
경상북도 영양군 수비면 본신리,4776034036,-,-,-,-,-,-,-,-,-,-,-,-,26,4,5,17,1,65,0,0,0,0,0,4
경상북도 영덕군 달산면 주응리,4777033036,-,-,-,-,-,-,0,0,0,0,1,16,0,0,1,1,2,63,2,2,1,1,1,4
경상북도 영덕군 달산면 인곡리,4777033038,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,2,1,19,0,0,0,1,1,10
경상북도 영덕군 달산면 용전리,4777033039,0,1,0,0,0,0,-,-,-,-,-,-,0,0,0,1,0,12,0,0,1,2,0,6
경상북도 영덕군 달산면 봉산리,4777033041,-,-,-,-,-,-,0,0,0,0,0,2,0,0,1,1,1,16,0,0,0,1,1,3
경상북도 영덕군 지품면,4777034000,2,3,0,0,0,5,13,13,24,30,39,465,15,14,15,13,15,199,12,14,19,9,8,25
충청북도 단양군 대강면 괴평리,4380031034,-,-,-,-,-,-,1,1,0,1,1,2,1,3,2,1,3,32,0,2,2,0,0,0
충청북도 단양군 대강면 사인암리,4380031035,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,1,6,-,-,-,-,-,-
충청북도 단양군 단양읍,4380025000,-,-,-,-,-,-,2,1,1,2,2,7,126,49,51,36,33,299,1,3,1,1,1,1
전라남도 나주시 반남면 신촌리,4617033025,0,0,0,0,0,1,0,0,0,1,0,1,1,3,16,19,19,17,40,171,80,3,7,4
전라남도 순천시 송광면 오봉리,4615036021,-,-,-,-,-,-,7,2,0,0,0,1,6,3,2,1,4,22,-,-,-,-,-,-
전라남도 순천시 송광면 신평리,4615036023,-,-,-,-,-,-,9,1,0,0,0,2,12,5,7,2,4,43,0,1,2,2,2,3
전라남도 순천시 송광면 후곡리,4615036026,-,-,-,-,-,-,1,0,0,0,0,3,28,14,7,11,13,75,0,1,3,1,1,2
전라남도 순천시 송광면 월산리,4615036027,-,-,-,-,-,-,1,0,0,0,0,0,4,5,2,0,1,3,-,-,-,-,-,-
경상남도 양산시 상북면 소토리,4833033023,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,16,2,3,18,16,8,25
경상북도 구미시 장천면 상장리,4719036021,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,0,8,2,3,6,5,2,3
경상북도 구미시 장천면 하장리,4719036022,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,8,1,5,4,2,1,1
경상북도 구미시 장천면 금산리,4719036024,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,3,10,1,2,2,1,0,2
경상북도 구미시 장천면 오로리,4719036025,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,1,19,1,2,1,1,1,1
경상북도 구미시 장천면 여남리,4719036027,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,1,13,1,4,12,3,1,1
경상북도 구미시 장천면 신장리,4719036029,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,9,2,13,6,5,3,2
경상북도 영주시 문수면 조제리,4721033028,-,-,-,-,-,-,0,2,0,0,0,0,3,10,15,8,15,41,4,8,10,3,1,1
경상북도 영주시 문수면 수도리,4721033029,-,-,-,-,-,-,0,0,1,0,0,1,4,6,5,4,2,6,0,3,3,2,0,0
충청북도 영동군 용화면 조동리,4374037022,-,-,-,-,-,-,0,2,2,2,1,3,1,1,1,0,1,5,0,3,4,2,2,3
충청북도 영동군 용화면 안정리,4374037023,-,-,-,-,-,-,0,0,2,3,4,1,0,0,0,0,0,2,0,2,3,3,1,4
충청북도 영동군 용화면 용강리,4374037025,-,-,-,-,-,-,0,0,0,1,3,5,1,0,0,0,0,6,0,0,1,0,1,2
충청북도 영동군 용화면 여의리,4374037026,-,-,-,-,-,-,0,0,0,0,1,4,0,0,0,0,0,3,0,1,1,2,1,1
경상북도 청송군 현서면 두현리,4775034046,-,-,-,-,-,-,1,2,4,2,4,73,13,1,1,0,0,26,1,9,6,3,1,0
경상북도 청송군 안덕면,4775035000,-,-,-,-,-,-,23,26,23,28,30,560,34,28,12,14,15,280,49,42,39,14,7,2
경상북도 청송군 현동면 월매리,4775033031,-,-,-,-,-,-,0,1,1,1,2,60,1,2,1,2,2,51,11,3,1,0,0,0
경상북도 청송군 현동면 개일리,4775033032,-,-,-,-,-,-,2,6,5,10,11,152,0,1,1,1,2,31,16,7,0,0,0,0
경상북도 청송군 현동면 인지리,4775033034,-,-,-,-,-,-,2,2,1,1,5,55,1,1,1,2,3,36,7,10,2,1,1,0
경상북도 청송군 현서면,4775034000,0,0,0,0,0,1,5,12,12,14,24,529,27,10,5,4,7,221,18,39,39,21,8,6
경상북도 의성군 봉양면,4773038000,0,0,0,0,0,1,191,4,14,18,13,197,405,112,14,18,58,417,2,7,7,10,12,57
경상북도 의성군 금성면 개일리,4773037047,-,-,-,-,-,-,0,1,1,2,1,9,0,0,1,0,0,6,0,0,0,1,0,0
경상남도 거제시 연초면 명동리,4831037027,-,-,-,-,-,-,-,-,-,-,-,-,215,3,8,0,0,1,3,4,4,4,2,6
경상남도 거창군 가조면 석강리,4888040023,1,0,2,2,0,27,1,0,0,1,0,3,7,7,10,10,5,74,6,22,41,21,23,57
경상남도 거창군 가조면 사병리,4888040024,0,0,4,1,0,58,-,-,-,-,-,-,20,7,6,7,10,24,16,26,44,29,18,21
경상남도 거창군 가조면 일부리,4888040025,0,0,0,0,0,5,1,0,0,0,0,1,9,11,4,10,8,37,28,58,60,76,52,18
경상남도 거창군 가조면 마상리,4888040028,1,1,1,1,1,57,0,0,0,0,0,1,0,0,1,3,0,18,2,12,14,15,16,30
경상남도 거창군 가조면 수월리,4888040029,0,0,1,0,1,14,2,1,0,2,1,13,16,21,15,11,11,47,20,37,42,17,28,44
경상남도 거창군 가북면,4888041000,2,3,18,1,17,18,12,6,6,3,1,65,107,40,72,61,65,563,4,22,47,53,42,114
경상남도 거창군 가북면 용산리,4888041021,0,0,0,0,0,3,1,0,2,0,0,5,5,4,3,2,3,45,3,10,20,15,10,20
경상남도 거창군 가북면 우혜리,4888041022,1,1,17,1,17,10,-,-,-,-,-,-,24,5,23,14,3,68,1,5,7,7,5,23
경상남도 거창군 가북면 해평리,4888041024,0,0,0,0,0,3,2,4,0,1,0,27,8,2,15,9,10,62,0,1,4,9,5,10
경상남도 거창군 가북면 용암리,4888041025,1,2,0,0,0,0,2,2,1,0,0,5,49,17,17,16,40,175,0,0,4,5,9,20
경상남도 거창군 가북면 박암리,4888041027,-,-,-,-,-,-,3,1,0,0,0,1,9,4,2,9,2,65,0,3,5,7,5,10
경상북도 의성군 다인면 산내리,4773044037,0,1,0,1,0,3,0,1,0,3,6,3,0,0,2,0,2,14,115,39,15,8,3,9
경상북도 의성군 다인면 가원리,4773044038,0,0,0,0,0,2,1,1,4,4,5,31,0,0,0,0,1,37,99,43,9,2,2,1
경상북도 의성군 다인면 도암리,4773044040,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,1,1,28,31,5,3,1,0,2
충청북도 충주시 교현동,4313010500,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0,1,1,13,-,-,-,-,-,-
충청북도 충주시 호암동,4313010700,-,-,-,-,-,-,12,13,6,8,5,118,3,3,1,3,3,55,2,1,0,0,0,0
충청북도 충주시 직동,4313010800,-,-,-,-,-,-,2,2,6,1,2,18,1,0,1,1,3,45,-,-,-,-,-,-
충청북도 충주시 풍동,4313011000,-,-,-,-,-,-,2,1,1,5,1,10,8,6,8,9,7,36,0,2,0,0,0,0
경상남도 함안군 가야읍 혈곡리,4873025026,-,-,-,-,-,-,1,0,0,0,0,0,1,1,1,2,4,2,9,0,2,1,1,4
경상남도 함안군 가야읍 춘곡리,4873025027,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,5,8,9,0,1,0,1,2
경상남도 함안군 가야읍 가야리,4873025029,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,5,8,32,16,0,0,0,0,3
경상남도 함안군 가야읍 묘사리,4873025030,0,0,0,0,0,1,0,0,0,0,0,4,0,2,2,5,8,14,54,1,1,0,1,3
경상남도 함안군 함안면,4873031000,0,0,0,4,0,4,2,0,0,0,0,3,2,0,1,1,3,14,54,10,6,4,65,39
경상남도 함안군 함안면 봉성리,4873031021,0,0,0,1,0,3,-,-,-,-,-,-,0,0,0,0,0,5,12,3,1,1,2,17
경상남도 함안군 함안면 괴산리,4873031023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,4
경상남도 함안군 함안면 강명리,4873031025,0,0,0,2,0,1,-,-,-,-,-,-,1,0,0,0,0,0,1,2,0,0,6,1
경상남도 의령군 유곡면 세간리,4872042031,1,0,0,1,0,0,0,0,0,17,0,0,3,0,0,0,1,35,1,3,3,4,2,5
경상남도 함안군,4873000000,12,5,14,39,16,295,22,15,17,13,25,177,104,119,172,231,293,1535,950,158,119,106,172,529
경상북도 청송군 진보면 괴정리,4775037050,-,-,-,-,-,-,4,1,0,2,0,25,1,0,0,0,1,23,7,6,2,1,0,1
경상북도 청송군 진보면 진안리,4775037036,-,-,-,-,-,-,1,1,0,2,2,10,2,2,2,3,4,23,10,15,1,0,0,0
경상북도 청송군 진보면 이촌리,4775037037,-,-,-,-,-,-,0,3,3,2,1,31,8,4,2,10,1,68,22,15,7,1,0,2
경상북도 청송군 진보면 후평리,4775037038,-,-,-,-,-,-,7,1,2,0,0,13,1,3,12,1,3,19,12,4,3,2,0,5
경상북도 청송군 진보면 기곡리,4775037040,-,-,-,-,-,-,0,0,0,0,0,1,9,1,1,0,0,13,4,4,1,0,0,0
경상북도 청송군 진보면 부곡리,4775037042,-,-,-,-,-,-,1,2,0,0,3,54,41,0,0,2,2,23,0,2,3,3,1,7
경상북도 청송군 진보면 세장리,4775037043,-,-,-,-,-,-,2,3,2,3,2,17,1,2,2,4,8,28,2,7,4,1,1,2
경상북도 예천군 예천읍 왕신리,4790025031,0,1,1,1,0,4,0,0,0,0,1,9,2,3,2,5,4,32,79,15,3,1,0,1
경상북도 예천군 예천읍 청복리,4790025032,0,0,1,1,1,4,0,0,0,1,0,3,8,6,11,12,13,55,9,7,2,0,0,1
경상북도 예천군 예천읍 우계리,4790025034,-,-,-,-,-,-,0,0,0,0,0,1,1,1,1,1,1,18,4,4,1,0,0,0
경상북도 예천군 예천읍 갈구리,4790025035,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,5,11,4,2,0,0,0
경상북도 예천군 예천읍 용산리,4790025037,-,-,-,-,-,-,0,1,0,0,0,2,0,1,1,1,2,18,15,12,4,1,0,1
경상북도 예천군 예천읍 고평리,4790025038,1,0,1,0,0,7,0,0,0,3,2,6,1,3,8,6,11,32,44,23,3,1,0,0
경상남도 의령군 유곡면 당동리,4872042029,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,1,1,4
경상남도 의령군 부림면 입산리,4872039023,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0,0,0,1
경상남도 의령군 부림면 경산리,4872039024,0,0,0,0,0,1,-,-,-,-,-,-,0,2,3,0,2,41,-,-,-,-,-,-
경상북도 경산시 남천면 산전리,4729037023,-,-,-,-,-,-,0,0,0,0,0,11,0,0,0,0,0,1,-,-,-,-,-,-
경상북도 경산시 남천면 대명리,4729037024,-,-,-,-,-,-,0,0,0,0,0,3,0,0,2,1,1,20,-,-,-,-,-,-
경상북도 경산시 남천면 삼성리,4729037026,-,-,-,-,-,-,0,0,0,1,0,11,0,0,0,0,0,1,-,-,-,-,-,-
경상북도 경산시 남천면 금곡리,4729037027,-,-,-,-,-,-,0,0,0,0,0,9,-,-,-,-,-,-,-,-,-,-,-,-
경상북도 경산시 남천면 신방리,4729037029,-,-,-,-,-,-,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
경상북도 경산시 남천면 원리,4729037031,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경상북도 경산시 남천면 하도리,4729037032,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경상북도 청송군 부남면,4775032000,-,-,-,-,-,-,18,39,22,40,60,624,26,29,15,22,15,454,46,56,42,14,11,5
경상북도 의성군 비안면,4773039000,0,0,0,0,1,6,65,38,37,25,30,304,21,28,26,26,22,319,124,96,52,19,9,16
경상북도 의성군 비안면 자락리,4773039042,-,-,-,-,-,-,4,4,3,1,4,14,0,4,1,1,2,19,14,10,4,1,1,1
경상북도 의성군 단밀면 속암리,4773041029,1,0,0,0,0,3,0,0,0,0,0,2,0,1,0,2,0,3,12,21,14,7,1,3
경상북도 의성군 단밀면 용곡리,4773041030,-,-,-,-,-,-,4,9,7,11,5,52,0,1,0,0,0,1,40,79,23,7,2,4
경상북도 의성군 단밀면 주선리,4773041032,0,0,0,1,0,2,0,0,0,1,0,5,0,0,1,0,1,6,51,28,12,6,1,7
충청남도 논산시 부적면 신교리,4423035030,1,2,2,2,2,94,1,1,0,0,1,1,14,7,4,5,5,34,40,29,16,6,6,19
충청남도 논산시 부적면 아호리,4423035032,1,0,0,0,0,4,-,-,-,-,-,-,0,0,1,1,0,8,37,23,15,10,4,14
충청남도 논산시 부적면 부인리,4423035033,0,3,2,5,8,32,-,-,-,-,-,-,0,0,3,1,1,16,71,111,140,75,26,28
충청남도 논산시 부적면 덕평리,4423035022,3,3,7,4,3,84,1,4,1,0,0,7,6,3,4,3,4,24,97,19,9,22,1,5
경상북도 안동시 임하면 고곡리,4717038026,-,-,-,-,-,-,0,0,3,0,2,44,1,2,1,1,2,13,3,1,0,0,0,0
경상북도 안동시 임하면 노산리,4717038028,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
경상북도 안동시 예안면 동천리,4717041028,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0,0,0,3,-,-,-,-,-,-
경상북도 안동시 임동면 위리,4717040026,-,-,-,-,-,-,1,2,0,1,3,33,1,2,2,3,7,26,2,1,1,1,1,4
경상북도 안동시 임동면 박곡리,4717040028,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,2,-,-,-,-,-,-
경상북도 안동시 임동면 사월리,4717040030,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,2,1,5,0,1,0,0,0,0
경상북도 안동시 임동면 지리,4717040031,-,-,-,-,-,-,1,0,0,0,0,1,1,1,1,1,0,4,17,5,9,3,1,1
경상북도 영양군 영양읍 동부리,4776025021,4,0,0,0,0,0,0,2,0,0,1,7,6,6,6,3,2,89,7,8,3,1,0,0
경상북도 영양군 영양읍 감천리,4776025023,0,0,0,0,0,2,7,14,3,1,3,35,9,14,9,11,17,73,6,13,8,3,2,2
경상북도 영양군 영양읍 전곡리,4776025024,-,-,-,-,-,-,-,-,-,-,-,-,2,5,1,2,0,22,-,-,-,-,-,-
경상북도 영양군 영양읍 삼지리,4776025026,4,0,0,0,0,0,2,1,0,1,0,9,4,4,4,2,2,29,53,27,12,3,2,13
경상북도 영양군 영양읍 현리,4776025027,-,-,-,-,-,-,0,0,3,1,0,10,8,6,9,8,11,53,3,14,25,18,11,15
경상북도 영양군 영양읍 하원리,4776025028,6,0,0,0,0,0,3,2,1,1,2,22,5,4,5,11,6,50,41,17,6,4,3,7
경상북도 영양군 영양읍 상원리,4776025029,-,-,-,-,-,-,3,3,1,1,0,20,6,7,9,12,14,125,22,6,1,1,0,0
경상북도 영양군 영양읍 무창리,4776025031,0,0,0,0,0,1,0,0,0,0,1,11,9,15,13,18,13,163,6,5,4,1,1,12
경상북도 영양군 영양읍 대천리,4776025032,-,-,-,-,-,-,2,4,1,0,2,7,17,10,17,19,17,99,6,14,17,8,4,2
경상북도 의성군 단촌면 하화리,4773031031,0,0,0,0,0,1,0,1,2,0,2,11,0,0,0,0,0,8,0,0,0,0,0,6
경상북도 의성군 의성읍 비봉리,4773025028,-,-,-,-,-,-,0,0,1,2,1,8,0,1,2,2,3,14,0,0,0,1,0,4
경상북도 의성군 사곡면 양지리,4773034031,-,-,-,-,-,-,1,0,0,1,1,14,0,0,1,0,0,5,0,0,0,2,1,12
경상북도 청송군 안덕면 노래리,4775035039,-,-,-,-,-,-,0,0,1,0,1,31,0,3,7,2,5,131,1,1,1,1,0,0
경상북도 청송군 진보면 각산리,4775037045,-,-,-,-,-,-,0,0,0,1,2,30,5,1,6,1,3,14,12,6,4,4,1,1
경상북도 청송군 진보면 월전리,4775037046,-,-,-,-,-,-,15,3,6,2,2,39,1,1,1,3,1,10,5,2,1,0,0,0
경상북도 청송군 진보면 고현리,4775037048,-,-,-,-,-,-,5,4,6,2,2,35,1,3,10,7,6,41,5,2,2,0,0,0
경상북도 청송군 진보면 신촌리,4775037049,-,-,-,-,-,-,5,5,4,3,2,101,5,3,1,3,5,44,9,5,0,0,0,1
경상북도 예천군 용문면 두천리,4790031048,-,-,-,-,-,-,1,0,0,1,0,4,3,4,2,3,1,23,1,3,5,0,0,0
경상북도 예천군 용문면 사부리,4790031049,-,-,-,-,-,-,1,0,1,1,0,3,4,3,6,6,7,47,1,2,4,2,1,1
경상북도 예천군 용문면 내지리,4790031050,-,-,-,-,-,-,0,0,0,0,0,2,4,2,1,1,3,18,5,4,2,0,0,2
경상북도 의성군 안계면 용기리,4773043030,-,-,-,-,-,-,9,6,1,1,0,22,0,0,1,0,0,2,29,30,22,10,3,2
경상북도 의성군 안평면,4773046000,0,0,0,0,1,11,16,8,16,15,13,215,548,8,13,10,16,139,0,0,1,4,1,9
경상남도 통영시 용남면 화삼리,4822031021,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,4,83,2,1,3,2,1,0
경상남도 통영시 미수동,4822011500,-,-,-,-,-,-,0,0,0,0,0,2,0,4,1,2,2,14,1,1,1,0,2,0
경상남도 거제시 옥포동,4831010600,-,-,-,-,-,-,-,-,-,-,-,-,0,0,14,0,0,0,0,1,1,1,1,3
경상남도 거제시 덕포동,4831010700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,3
경상남도 거제시 일운면,4831031000,-,-,-,-,-,-,0,0,0,0,0,5,5,1,3,5,5,107,1,2,3,4,5,36
경상남도 거제시 일운면 망치리,4831031021,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,0,1,33,0,1,1,1,1,5
경상남도 거제시 일운면 와현리,4831031023,-,-,-,-,-,-,0,0,0,0,0,3,1,0,1,2,0,14,0,0,0,1,2,2
충청북도 괴산군 괴산읍 능촌리,4376025027,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,3,3,24,46,41,12,3,2,1
충청북도 괴산군 괴산읍 대덕리,4376025029,-,-,-,-,-,-,-,-,-,-,-,-,3,3,2,2,1,19,14,12,5,2,0,0
충청북도 괴산군 괴산읍 검승리,4376025031,-,-,-,-,-,-,-,-,-,-,-,-,4,7,8,10,3,28,79,19,5,1,0,1
충청북도 괴산군 장연면 송덕리,4376032028,-,-,-,-,-,-,1,1,0,0,1,4,15,11,16,15,11,77,36,29,7,2,1,3
충청북도 괴산군 연풍면 삼풍리,4376033021,-,-,-,-,-,-,1,1,1,1,1,11,1,1,1,0,1,16,34,19,5,2,1,1
충청북도 괴산군 연풍면 주진리,4376033023,-,-,-,-,-,-,1,1,1,1,1,12,3,1,0,1,0,16,30,10,5,1,1,0
충청북도 괴산군 청안면 장암리,4376037031,-,-,-,-,-,-,0,12,12,0,1,1,7,13,6,12,12,71,1,2,4,9,1,6
경상북도 안동시 예안면,4717041000,-,-,-,-,-,-,8,5,10,8,14,75,8,3,5,9,9,79,17,6,4,2,2,4
경상북도 안동시 예안면 천전리,4717041021,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
경상북도 안동시 예안면 귀단리,4717041023,-,-,-,-,-,-,0,3,1,1,0,9,1,1,1,1,0,6,2,0,0,0,0,0
경상북도 안동시 도산면 온혜리,4717042028,-,-,-,-,-,-,1,0,0,0,0,1,1,2,0,3,4,103,2,6,6,6,6,9
경상북도 구미시 사곡동,4719011500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0
경상북도 구미시 상모동,4719011600,-,-,-,-,-,-,0,0,1,0,0,0,0,0,1,0,1,9,0,1,0,0,0,0
경상북도 구미시 오태동,4719011800,-,-,-,-,-,-,0,0,0,0,0,3,-,-,-,-,-,-,1,1,1,1,0,0
경상북도 구미시 신동,4719011900,-,-,-,-,-,-,1,0,0,0,0,0,3,1,2,2,2,4,4,7,12,3,2,3
경상북도 구미시 구평동,4719012000,0,1,0,1,0,0,1,0,1,0,0,0,6,2,2,0,0,0,0,0,1,0,1,1
경상북도 구미시 인의동,4719012200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경상북도 구미시 진평동,4719012300,-,-,-,-,-,-,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
경상북도 구미시 양호동,4719012600,0,0,0,0,0,1,-,-,-,-,-,-,0,1,1,0,4,5,1,1,3,1,0,0
경상북도 구미시 옥계동,4719012800,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,1,2,-,-,-,-,-,-
경상북도 구미시 구포동,4719012900,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,4,0,1,1,1,1,0
경상북도 구미시 금전동,4719013000,-,-,-,-,-,-,0,0,2,0,0,24,0,0,0,0,0,3,0,0,0,1,0,1
경상남도 합천군 합천읍 합천리,4889025021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,0,0
경상남도 합천군 합천읍 금양리,4889025022,0,0,0,0,0,5,0,0,0,0,0,1,5,3,3,2,0,0,0,2,2,2,0,1
